method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,delay_A,delay_N,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,acquisition,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score
CMA-ES,20260607,9,1,6,cma_r09_001_tl121_dt43_ge26_qr7_tau73,121,43,26,0.07,0.73,109.92,82.30,107.41,92.65,0.00,PASS,,recovery_detected,True,False,0,1125,1,30,,,,,,,,,,,,,,,,
CMA-ES,20260607,9,2,6,cma_r09_002_tl88_dt22_ge16_qr17_tau76,88,22,16,0.17,0.76,144.92,83.85,139.37,92.65,0.00,PASS,,recovery_detected,True,False,0,2724,1,26,,,,,,,,,,,,,,,,
CMA-ES,20260607,9,3,6,cma_r09_003_tl100_dt89_ge9_qr7_tau74,100,89,9,0.07,0.74,279.92,97.48,263.33,92.65,0.00,PASS,,recovery_detected,True,False,0,947,1,67,,,,,,,,,,,,,,,,
CMA-ES,20260607,9,4,6,cma_r09_004_tl118_dt31_ge28_qr18_tau74,118,31,28,0.18,0.74,144.92,88.45,139.79,92.65,0.00,PASS,,recovery_detected,True,False,0,2433,1,24,,,,,,,,,,,,,,,,
CMA-ES,20260607,9,5,6,cma_r09_005_tl104_dt18_ge38_qr15_tau78,104,18,38,0.15,0.78,164.92,92.87,158.37,92.65,0.00,PASS,,recovery_detected,True,False,0,2995,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,9,6,6,cma_r09_006_tl100_dt4_ge14_qr1_tau74,100,4,14,0.01,0.74,173.92,99.41,167.15,92.65,0.00,PASS,,recovery_detected,True,False,0,4109,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,10,1,6,cma_r10_001_tl122_dt15_ge50_qr1_tau73,122,15,50,0.01,0.73,137.92,83.00,132.93,92.65,0.00,PASS,,recovery_detected,True,False,0,2591,1,18,,,,,,,,,,,,,,,,
CMA-ES,20260607,10,2,6,cma_r10_002_tl101_dt35_ge39_qr0_tau80,101,35,39,0.0,0.8,115.92,93.78,113.91,92.65,0.00,PASS,,recovery_detected,True,False,0,1515,1,21,,,,,,,,,,,,,,,,
CMA-ES,20260607,10,3,6,cma_r10_003_tl101_dt107_ge34_qr14_tau75,101,107,34,0.14,0.75,301.92,92.18,282.85,92.65,0.00,PASS,,recovery_detected,True,False,0,368,1,38,,,,,,,,,,,,,,,,
CMA-ES,20260607,10,4,6,cma_r10_004_tl118_dt45_ge30_qr0_tau74,118,45,30,0.0,0.74,177.92,92.31,170.14,92.65,0.00,PASS,,recovery_detected,True,False,0,1103,1,30,,,,,,,,,,,,,,,,
CMA-ES,20260607,10,5,6,cma_r10_005_tl90_dt54_ge28_qr26_tau77,90,54,28,0.26,0.77,222.92,89.43,210.78,92.65,0.00,PASS,,recovery_detected,True,False,0,799,1,37,,,,,,,,,,,,,,,,
CMA-ES,20260607,10,6,6,cma_r10_006_tl109_dt87_ge14_qr29_tau81,109,87,14,0.29,0.81,291.92,89.18,273.49,92.65,0.00,PASS,,recovery_detected,True,False,0,511,1,58,,,,,,,,,,,,,,,,
CMA-ES,20260607,11,1,6,cma_r11_001_tl83_dt106_ge39_qr0_tau79,83,106,39,0.0,0.79,186.92,89.55,178.07,92.65,0.00,PASS,,recovery_detected,True,False,0,167,1,29,,,,,,,,,,,,,,,,
CMA-ES,20260607,11,2,6,cma_r11_002_tl93_dt43_ge44_qr0_tau77,93,43,44,0.0,0.77,114.92,91.51,112.79,92.65,0.00,PASS,,recovery_detected,True,False,0,1020,1,22,,,,,,,,,,,,,,,,
CMA-ES,20260607,11,3,6,cma_r11_003_tl120_dt2_ge36_qr17_tau83,120,2,36,0.17,0.83,262.92,86.61,246.89,92.65,0.00,PASS,,recovery_detected,True,False,0,4586,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,11,4,6,cma_r11_004_tl106_dt11_ge16_qr23_tau77,106,11,16,0.23,0.77,146.92,81.48,140.97,92.65,0.00,PASS,,recovery_detected,True,False,0,3022,1,18,,,,,,,,,,,,,,,,
CMA-ES,20260607,11,5,6,cma_r11_005_tl88_dt20_ge43_qr7_tau82,88,20,43,0.07,0.82,91.92,81.03,90.93,90.93,0.00,PASS,,recovery_detected,True,False,0,2211,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,11,6,6,cma_r11_006_tl97_dt9_ge47_qr2_tau82,97,9,47,0.02,0.82,145.92,82.38,140.14,90.93,0.00,PASS,,recovery_detected,True,False,0,3030,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,12,1,6,cma_r12_001_tl94_dt11_ge35_qr3_tau79,94,11,35,0.03,0.79,146.92,81.48,140.97,90.93,0.00,PASS,,recovery_detected,True,False,0,3021,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,12,2,6,cma_r12_002_tl121_dt44_ge35_qr5_tau83,121,44,35,0.05,0.83,165.92,88.95,158.92,90.93,0.00,PASS,,recovery_detected,True,False,0,1105,1,28,,,,,,,,,,,,,,,,
CMA-ES,20260607,12,3,6,cma_r12_003_tl85_dt21_ge50_qr21_tau80,85,21,50,0.21,0.8,138.92,84.58,133.98,90.93,0.00,PASS,,recovery_detected,True,False,0,2529,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,12,4,6,cma_r12_004_tl95_dt32_ge42_qr1_tau81,95,32,42,0.01,0.81,138.92,96.63,135.08,90.93,0.00,PASS,,recovery_detected,True,False,0,1803,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,12,5,6,cma_r12_005_tl60_dt3_ge37_qr25_tau83,60,3,37,0.25,0.83,181.92,85.83,173.18,90.93,0.00,PASS,,recovery_detected,True,False,0,4220,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,12,6,6,cma_r12_006_tl105_dt26_ge32_qr6_tau83,105,26,32,0.06,0.83,92.92,82.29,91.95,90.93,0.00,PASS,,recovery_detected,True,False,0,1925,1,18,,,,,,,,,,,,,,,,
CMA-ES,20260607,13,1,6,cma_r13_001_tl105_dt17_ge37_qr10_tau80,105,17,37,0.1,0.8,137.92,92.55,133.80,90.93,0.00,PASS,,recovery_detected,True,False,0,2472,1,18,,,,,,,,,,,,,,,,
CMA-ES,20260607,13,2,6,cma_r13_002_tl89_dt17_ge21_qr20_tau78,89,17,21,0.2,0.78,145.92,93.00,141.11,90.93,0.00,PASS,,recovery_detected,True,False,0,2906,1,21,,,,,,,,,,,,,,,,
CMA-ES,20260607,13,3,6,cma_r13_003_tl81_dt28_ge38_qr0_tau80,81,28,38,0.0,0.8,90.92,90.80,90.91,90.91,0.00,PASS,,recovery_detected,True,False,0,1684,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,13,4,6,cma_r13_004_tl109_dt14_ge39_qr13_tau76,109,14,39,0.13,0.76,137.92,83.28,132.95,90.91,0.00,PASS,,recovery_detected,True,False,0,2653,1,18,,,,,,,,,,,,,,,,
CMA-ES,20260607,13,5,6,cma_r13_005_tl105_dt79_ge34_qr19_tau82,105,79,34,0.19,0.82,253.92,84.31,238.50,90.91,0.00,PASS,,recovery_detected,True,False,0,388,1,34,,,,,,,,,,,,,,,,
CMA-ES,20260607,13,6,6,cma_r13_006_tl110_dt22_ge49_qr6_tau82,110,22,49,0.06,0.82,93.92,81.51,92.79,90.91,0.00,PASS,,recovery_detected,True,False,0,2083,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,14,1,6,cma_r14_001_tl61_dt34_ge50_qr2_tau85,61,34,50,0.02,0.85,114.92,92.43,112.88,90.91,0.00,PASS,,recovery_detected,True,False,0,1504,1,16,,,,,,,,,,,,,,,,
CMA-ES,20260607,14,2,6,cma_r14_002_tl47_dt20_ge46_qr17_tau84,47,20,46,0.17,0.84,91.92,81.03,90.93,90.91,0.00,PASS,,recovery_detected,True,False,0,2211,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,14,3,6,cma_r14_003_tl80_dt17_ge47_qr8_tau82,80,17,47,0.08,0.82,137.92,92.55,133.80,90.91,0.00,PASS,,recovery_detected,True,False,0,2472,1,18,,,,,,,,,,,,,,,,
CMA-ES,20260607,14,4,6,cma_r14_004_tl65_dt33_ge24_qr5_tau79,65,33,24,0.05,0.79,159.92,88.09,153.39,90.91,0.00,PASS,,recovery_detected,True,False,0,1833,1,28,,,,,,,,,,,,,,,,
CMA-ES,20260607,14,5,6,cma_r14_005_tl122_dt44_ge50_qr1_tau80,122,44,50,0.01,0.8,96.92,91.80,96.45,90.91,0.00,PASS,,recovery_detected,True,False,0,973,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,14,6,6,cma_r14_006_tl112_dt37_ge32_qr0_tau79,112,37,32,0.0,0.79,137.92,94.60,133.98,90.91,0.00,PASS,,recovery_detected,True,False,0,1637,1,27,,,,,,,,,,,,,,,,
CMA-ES,20260607,15,1,6,cma_r15_001_tl70_dt31_ge49_qr1_tau81,70,31,49,0.01,0.81,91.92,89.03,91.66,90.91,0.00,PASS,,recovery_detected,True,False,0,1542,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,15,2,6,cma_r15_002_tl47_dt45_ge40_qr10_tau81,47,45,40,0.1,0.81,127.92,93.66,124.81,90.91,0.00,PASS,,recovery_detected,True,False,0,1016,1,23,,,,,,,,,,,,,,,,
CMA-ES,20260607,15,3,6,cma_r15_003_tl49_dt19_ge38_qr10_tau84,49,19,38,0.1,0.84,137.92,93.11,133.85,90.91,0.00,PASS,,recovery_detected,True,False,0,2629,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,15,4,6,cma_r15_004_tl60_dt15_ge50_qr24_tau85,60,15,50,0.24,0.85,137.92,83.00,132.93,90.91,0.00,PASS,,recovery_detected,True,False,0,2591,1,18,,,,,,,,,,,,,,,,
CMA-ES,20260607,15,5,6,cma_r15_005_tl36_dt7_ge39_qr2_tau83,36,7,39,0.02,0.83,163.92,84.28,156.68,90.91,0.00,PASS,,recovery_detected,True,False,0,3189,1,18,,,,,,,,,,,,,,,,
CMA-ES,20260607,15,6,6,cma_r15_006_tl72_dt15_ge50_qr15_tau84,72,15,50,0.15,0.84,137.92,83.00,132.93,90.91,0.00,PASS,,recovery_detected,True,False,0,2591,1,18,,,,,,,,,,,,,,,,
CMA-ES,20260607,16,1,6,cma_r16_001_tl45_dt71_ge50_qr0_tau82,45,71,50,0.0,0.82,172.92,82.03,164.66,90.91,0.00,PASS,,recovery_detected,True,False,0,460,1,27,,,,,,,,,,,,,,,,
CMA-ES,20260607,16,2,6,cma_r16_002_tl69_dt33_ge41_qr10_tau81,69,33,41,0.1,0.81,112.92,96.70,111.45,90.91,0.00,PASS,,recovery_detected,True,False,0,1677,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,16,3,6,cma_r16_003_tl58_dt9_ge43_qr13_tau84,58,9,43,0.13,0.84,145.92,82.38,140.14,90.91,0.00,PASS,,recovery_detected,True,False,0,3030,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,16,4,6,cma_r16_004_tl66_dt48_ge48_qr6_tau81,66,48,48,0.06,0.81,157.92,91.96,151.92,90.91,0.00,PASS,,recovery_detected,True,False,0,1086,1,24,,,,,,,,,,,,,,,,
CMA-ES,20260607,16,5,6,cma_r16_005_tl43_dt23_ge44_qr17_tau85,43,23,44,0.17,0.85,166.92,84.01,159.38,90.91,0.00,PASS,,recovery_detected,True,False,0,2791,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,16,6,6,cma_r16_006_tl17_dt19_ge38_qr20_tau82,17,19,38,0.2,0.82,137.92,93.11,133.85,90.91,0.00,PASS,,recovery_detected,True,False,0,2629,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,17,1,6,cma_r17_001_tl46_dt45_ge37_qr26_tau83,46,45,37,0.26,0.83,144.92,89.38,139.87,90.91,0.00,PASS,,recovery_detected,True,False,0,1238,1,24,,,,,,,,,,,,,,,,
CMA-ES,20260607,17,2,6,cma_r17_002_tl38_dt36_ge42_qr7_tau82,38,36,42,0.07,0.82,111.92,93.51,110.25,90.91,0.00,PASS,,recovery_detected,True,False,0,1463,1,18,,,,,,,,,,,,,,,,
CMA-ES,20260607,17,3,6,cma_r17_003_tl74_dt13_ge32_qr20_tau85,74,13,32,0.2,0.85,158.92,85.95,152.29,90.91,0.00,PASS,,recovery_detected,True,False,0,2942,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,17,4,6,cma_r17_004_tl35_dt9_ge39_qr20_tau82,35,9,39,0.2,0.82,145.92,82.38,140.14,90.91,0.00,PASS,,recovery_detected,True,False,0,3030,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,17,5,6,cma_r17_005_tl32_dt23_ge33_qr17_tau83,32,23,33,0.17,0.83,143.92,82.88,138.37,90.91,0.00,PASS,,recovery_detected,True,False,0,2730,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,17,6,6,cma_r17_006_tl44_dt83_ge36_qr14_tau82,44,83,36,0.14,0.82,199.92,81.97,189.20,90.91,0.00,PASS,,recovery_detected,True,False,0,381,1,31,,,,,,,,,,,,,,,,
CMA-ES,20260607,18,1,6,cma_r18_001_tl39_dt30_ge42_qr16_tau81,39,30,42,0.16,0.81,94.92,87.54,94.25,90.91,0.00,PASS,,recovery_detected,True,False,0,1623,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,18,2,6,cma_r18_002_tl38_dt38_ge30_qr4_tau80,38,38,30,0.04,0.8,137.92,104.50,134.88,90.91,0.00,PASS,,recovery_detected,True,False,0,1559,1,29,,,,,,,,,,,,,,,,
CMA-ES,20260607,18,3,6,cma_r18_003_tl12_dt16_ge32_qr32_tau83,12,16,32,0.32,0.83,144.92,79.73,138.99,90.91,0.00,PASS,,recovery_detected,True,False,0,2867,0,18,,,,,,,,,,,,,,,,
CMA-ES,20260607,18,4,6,cma_r18_004_tl54_dt22_ge37_qr14_tau81,54,22,37,0.14,0.81,93.92,81.51,92.79,90.91,0.00,PASS,,recovery_detected,True,False,0,2083,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,18,5,6,cma_r18_005_tl24_dt21_ge50_qr7_tau88,24,21,50,0.07,0.88,138.92,84.58,133.98,90.91,0.00,PASS,,recovery_detected,True,False,0,2529,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,18,6,6,cma_r18_006_tl36_dt27_ge35_qr27_tau82,36,27,35,0.27,0.82,94.92,81.63,93.71,90.91,0.00,PASS,,recovery_detected,True,False,0,1727,1,18,,,,,,,,,,,,,,,,
CMA-ES,20260607,19,1,6,cma_r19_001_tl36_dt2_ge42_qr24_tau81,36,2,42,0.24,0.81,262.92,86.61,246.89,90.91,0.00,PASS,,recovery_detected,True,False,0,4586,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,19,2,6,cma_r19_002_tl49_dt21_ge34_qr26_tau79,49,21,34,0.26,0.79,138.92,84.58,133.98,90.91,0.00,PASS,,recovery_detected,True,False,0,2529,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,19,3,6,cma_r19_003_tl31_dt13_ge40_qr7_tau82,31,13,40,0.07,0.82,158.92,85.95,152.29,90.91,0.00,PASS,,recovery_detected,True,False,0,2942,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,19,4,6,cma_r19_004_tl59_dt11_ge39_qr13_tau80,59,11,39,0.13,0.8,146.92,81.48,140.97,90.91,0.00,PASS,,recovery_detected,True,False,0,3021,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,19,5,6,cma_r19_005_tl50_dt26_ge27_qr23_tau78,50,26,27,0.23,0.78,137.92,83.88,133.01,90.91,0.00,PASS,,recovery_detected,True,False,0,2268,1,23,,,,,,,,,,,,,,,,
CMA-ES,20260607,19,6,6,cma_r19_006_tl26_dt32_ge37_qr20_tau85,26,32,37,0.2,0.85,114.92,96.11,113.21,90.91,0.00,PASS,,recovery_detected,True,False,0,1703,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,20,1,6,cma_r20_001_tl29_dt17_ge30_qr31_tau81,29,17,30,0.31,0.81,158.92,85.06,152.20,90.91,0.00,PASS,,recovery_detected,True,False,0,2807,0,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,20,2,6,cma_r20_002_tl27_dt43_ge28_qr23_tau84,27,43,28,0.23,0.84,145.92,89.67,140.81,90.91,0.00,PASS,,recovery_detected,True,False,0,1525,1,28,,,,,,,,,,,,,,,,
CMA-ES,20260607,20,3,6,cma_r20_003_tl38_dt41_ge34_qr5_tau84,38,41,34,0.05,0.84,127.92,97.51,125.16,90.91,0.00,PASS,,recovery_detected,True,False,0,1294,1,28,,,,,,,,,,,,,,,,
CMA-ES,20260607,20,4,6,cma_r20_004_tl27_dt37_ge31_qr12_tau81,27,37,31,0.12,0.81,137.92,90.24,133.59,90.91,0.00,PASS,,recovery_detected,True,False,0,1833,1,25,,,,,,,,,,,,,,,,
CMA-ES,20260607,20,5,6,cma_r20_005_tl19_dt35_ge30_qr35_tau82,19,35,30,0.35,0.82,138.92,84.00,133.93,90.91,0.00,PASS,,recovery_detected,True,False,0,1733,0,25,,,,,,,,,,,,,,,,
CMA-ES,20260607,20,6,6,cma_r20_006_tl20_dt25_ge22_qr42_tau85,20,25,22,0.42,0.85,157.92,77.50,150.61,90.91,0.00,PASS,,recovery_detected,True,False,0,2303,0,27,,,,,,,,,,,,,,,,
CMA-ES,20260607,21,1,6,cma_r21_001_tl34_dt35_ge32_qr14_tau83,34,35,32,0.14,0.83,224.92,92.17,212.85,90.91,0.00,PASS,,recovery_detected,True,False,0,1594,1,33,,,,,,,,,,,,,,,,
CMA-ES,20260607,21,2,6,cma_r21_002_tl10_dt32_ge37_qr21_tau85,10,32,37,0.21,0.85,114.92,96.11,113.21,90.91,0.00,PASS,,recovery_detected,True,False,0,1703,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,21,3,6,cma_r21_003_tl1_dt36_ge30_qr26_tau85,1,36,30,0.26,0.85,92.92,88.13,92.48,90.91,0.00,PASS,,recovery_detected,True,False,0,1616,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,21,4,6,cma_r21_004_tl37_dt52_ge35_qr15_tau82,37,52,35,0.15,0.82,166.92,88.22,159.77,90.91,0.00,PASS,,recovery_detected,True,False,0,892,1,29,,,,,,,,,,,,,,,,
CMA-ES,20260607,21,5,6,cma_r21_005_tl22_dt36_ge34_qr22_tau83,22,36,34,0.22,0.83,92.92,89.32,92.59,90.91,0.00,PASS,,recovery_detected,True,False,0,1611,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,21,6,6,cma_r21_006_tl26_dt42_ge26_qr12_tau80,26,42,26,0.12,0.8,108.92,89.09,107.12,90.91,0.00,PASS,,recovery_detected,True,False,0,1514,1,27,,,,,,,,,,,,,,,,
CMA-ES,20260607,22,1,6,cma_r22_001_tl3_dt32_ge30_qr28_tau86,3,32,30,0.28,0.86,94.92,88.26,94.31,90.91,0.00,PASS,,recovery_detected,True,False,0,1647,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,22,2,6,cma_r22_002_tl8_dt35_ge23_qr29_tau84,8,35,23,0.29,0.84,144.92,88.12,139.76,90.91,0.00,PASS,,recovery_detected,True,False,0,1876,1,29,,,,,,,,,,,,,,,,
CMA-ES,20260607,22,3,6,cma_r22_003_tl7_dt24_ge38_qr26_tau86,7,24,38,0.26,0.86,165.92,83.46,158.42,90.91,0.00,PASS,,recovery_detected,True,False,0,2739,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,22,4,6,cma_r22_004_tl11_dt36_ge33_qr26_tau86,11,36,33,0.26,0.86,91.92,88.09,91.57,90.91,0.00,PASS,,recovery_detected,True,False,0,1603,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,22,5,6,cma_r22_005_tl35_dt28_ge29_qr26_tau84,35,28,29,0.26,0.84,94.92,90.10,94.48,90.91,0.00,PASS,,recovery_detected,True,False,0,1725,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,22,6,6,cma_r22_006_tl10_dt30_ge25_qr34_tau84,10,30,25,0.34,0.84,144.92,84.09,139.39,90.91,0.00,PASS,,recovery_detected,True,False,0,2268,0,27,,,,,,,,,,,,,,,,
CMA-ES,20260607,23,1,6,cma_r23_001_tl49_dt31_ge40_qr12_tau85,49,31,40,0.12,0.85,137.92,92.66,133.81,90.91,0.00,PASS,,recovery_detected,True,False,0,1876,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,23,2,6,cma_r23_002_tl14_dt38_ge30_qr24_tau89,14,38,30,0.24,0.89,108.92,91.85,107.37,90.91,0.00,PASS,,recovery_detected,True,False,0,1574,1,27,,,,,,,,,,,,,,,,
CMA-ES,20260607,23,3,6,cma_r23_003_tl45_dt18_ge29_qr20_tau81,45,18,29,0.2,0.81,144.92,91.02,140.02,90.91,0.00,PASS,,recovery_detected,True,False,0,2895,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,23,4,6,cma_r23_004_tl55_dt24_ge37_qr3_tau81,55,24,37,0.03,0.81,144.92,83.38,139.33,90.91,0.00,PASS,,recovery_detected,True,False,0,2715,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,23,5,6,cma_r23_005_tl11_dt46_ge30_qr25_tau89,11,46,30,0.25,0.89,163.92,86.92,156.92,90.91,0.00,PASS,,recovery_detected,True,False,0,1342,1,30,,,,,,,,,,,,,,,,
CMA-ES,20260607,23,6,6,cma_r23_006_tl21_dt39_ge33_qr19_tau85,21,39,33,0.19,0.85,94.92,91.38,94.60,90.91,0.00,PASS,,recovery_detected,True,False,0,1525,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,24,1,6,cma_r24_001_tl26_dt33_ge38_qr10_tau83,26,33,38,0.1,0.83,115.92,103.93,114.83,90.91,0.00,PASS,,recovery_timeout,True,False,0,1700,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,24,2,6,cma_r24_002_tl40_dt38_ge38_qr15_tau87,40,38,38,0.15,0.87,136.92,98.97,133.47,90.91,0.00,PASS,,recovery_detected,True,False,0,1549,1,24,,,,,,,,,,,,,,,,
CMA-ES,20260607,24,3,6,cma_r24_003_tl8_dt41_ge37_qr22_tau87,8,41,37,0.22,0.87,127.92,96.94,125.10,90.91,0.00,PASS,,recovery_detected,True,False,0,1662,1,23,,,,,,,,,,,,,,,,
CMA-ES,20260607,24,4,6,cma_r24_004_tl23_dt57_ge29_qr14_tau86,23,57,29,0.14,0.86,90.92,86.78,90.54,90.54,0.00,PASS,,recovery_detected,True,False,0,702,1,25,,,,,,,,,,,,,,,,
CMA-ES,20260607,24,5,6,cma_r24_005_tl38_dt29_ge28_qr30_tau86,38,29,28,0.3,0.86,145.92,88.39,140.69,90.54,0.00,PASS,,recovery_detected,True,False,0,2431,1,24,,,,,,,,,,,,,,,,
CMA-ES,20260607,24,6,6,cma_r24_006_tl1_dt31_ge32_qr34_tau87,1,31,32,0.34,0.87,139.92,85.29,134.95,90.54,0.00,PASS,,recovery_detected,True,False,0,1858,0,24,,,,,,,,,,,,,,,,
CMA-ES,20260607,25,1,6,cma_r25_001_tl26_dt41_ge37_qr15_tau86,26,41,37,0.15,0.86,127.92,96.94,125.10,90.54,0.00,PASS,,recovery_detected,True,False,0,1662,1,23,,,,,,,,,,,,,,,,
CMA-ES,20260607,25,2,6,cma_r25_002_tl17_dt52_ge39_qr7_tau87,17,52,39,0.07,0.87,159.92,92.59,153.80,90.54,0.00,PASS,,recovery_detected,True,False,0,1305,1,25,,,,,,,,,,,,,,,,
CMA-ES,20260607,25,3,6,cma_r25_003_tl29_dt40_ge33_qr13_tau84,29,40,33,0.13,0.84,185.92,95.59,177.71,90.54,0.00,PASS,,recovery_detected,True,False,0,1622,1,30,,,,,,,,,,,,,,,,
CMA-ES,20260607,25,4,6,cma_r25_004_tl7_dt49_ge35_qr18_tau85,7,49,35,0.18,0.85,159.92,91.85,153.73,90.54,0.00,PASS,,recovery_detected,True,False,0,1481,1,27,,,,,,,,,,,,,,,,
CMA-ES,20260607,25,5,6,cma_r25_005_tl16_dt41_ge37_qr12_tau83,16,41,37,0.12,0.83,127.92,96.94,125.10,90.54,0.00,PASS,,recovery_detected,True,False,0,1662,1,23,,,,,,,,,,,,,,,,
CMA-ES,20260607,25,6,6,cma_r25_006_tl29_dt33_ge35_qr25_tau86,29,33,35,0.25,0.86,91.92,89.77,91.72,90.54,0.00,PASS,,recovery_detected,True,False,0,1569,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,26,1,6,cma_r26_001_tl28_dt30_ge34_qr28_tau87,28,30,34,0.28,0.87,94.92,87.48,94.24,90.54,0.00,PASS,,recovery_detected,True,False,0,1645,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,26,2,6,cma_r26_002_tl5_dt36_ge35_qr27_tau90,5,36,35,0.27,0.9,91.92,89.27,91.68,90.54,0.00,PASS,,recovery_detected,True,False,0,1559,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,26,3,6,cma_r26_003_tl34_dt42_ge37_qr14_tau86,34,42,37,0.14,0.86,187.92,99.03,179.84,90.54,0.00,PASS,,recovery_detected,True,False,0,1405,1,28,,,,,,,,,,,,,,,,
CMA-ES,20260607,26,4,6,cma_r26_004_tl38_dt29_ge38_qr28_tau88,38,29,38,0.28,0.88,145.92,90.16,140.85,90.54,0.00,PASS,,recovery_detected,True,False,0,2470,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,26,5,6,cma_r26_005_tl30_dt32_ge36_qr33_tau86,30,32,36,0.33,0.86,158.92,82.83,152.00,90.54,0.00,PASS,,recovery_detected,True,False,0,2290,0,23,,,,,,,,,,,,,,,,
CMA-ES,20260607,26,6,6,cma_r26_006_tl22_dt35_ge32_qr23_tau85,22,35,32,0.23,0.85,137.92,88.74,133.45,90.54,0.00,PASS,,recovery_detected,True,False,0,1883,1,25,,,,,,,,,,,,,,,,
CMA-ES,20260607,27,1,6,cma_r27_001_tl7_dt29_ge40_qr45_tau90,7,29,40,0.45,0.9,111.92,81.79,109.18,90.54,0.00,PASS,,recovery_detected,True,False,0,1710,0,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,27,2,6,cma_r27_002_tl26_dt28_ge29_qr32_tau86,26,28,29,0.32,0.86,145.92,84.50,140.34,90.54,0.00,PASS,,recovery_detected,True,False,0,2341,0,22,,,,,,,,,,,,,,,,
CMA-ES,20260607,27,3,6,cma_r27_003_tl10_dt35_ge39_qr24_tau90,10,35,39,0.24,0.9,114.92,91.23,112.77,90.54,0.00,PASS,,recovery_detected,True,False,0,1604,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,27,4,6,cma_r27_004_tl15_dt44_ge33_qr7_tau86,15,44,33,0.07,0.86,159.92,90.65,153.62,90.54,0.00,PASS,,recovery_detected,True,False,0,1470,1,28,,,,,,,,,,,,,,,,
CMA-ES,20260607,27,5,6,cma_r27_005_tl12_dt43_ge36_qr26_tau88,12,43,36,0.26,0.88,96.92,92.47,96.52,90.54,0.00,PASS,,recovery_detected,True,False,0,1239,1,21,,,,,,,,,,,,,,,,
CMA-ES,20260607,27,6,6,cma_r27_006_tl14_dt32_ge35_qr27_tau87,14,32,35,0.27,0.87,91.92,89.77,91.72,90.54,0.00,PASS,,recovery_detected,True,False,0,1572,1,19,,,,,,,,,,,,,,,,
