input_method,input_seed,input_round,input_parameter_id,input_t_lead,input_delta_T_thr,input_G_ext,input_Q_ratio,input_tau,output_delay_A_sec,output_delay_N_sec,weight_A,weight_N,weight_ratio,score,measured_T_free_EMV_sec,measured_T_actual_EMV_sec,measured_d_EMV_sec,measured_d_veh_sec,measured_general_mean_travel_time_sec,stage2_on_count,stage3_on_count
Random Search,20260607,44,rs_r44_003_tl75_dt41_ge46_qr63_tau73,75,41,46,0.63,0.73,124.92,85.89,10.00,1.00,10:1,121.37,219.08016,344.0,124.91984,85.894023,142.536723,0,20
Random Search,20260607,44,rs_r44_004_tl29_dt138_ge26_qr51_tau77,29,138,26,0.51,0.77,214.92,84.39,10.00,1.00,10:1,203.05,219.08016,434.0,214.91984,84.390025,158.752427,0,40
Random Search,20260607,44,rs_r44_005_tl26_dt235_ge32_qr54_tau79,26,235,32,0.54,0.79,262.92,84.10,10.00,1.00,10:1,246.66,219.08016,482.0,262.91984,84.10078,161.423729,0,36
Random Search,20260607,44,rs_r44_006_tl21_dt200_ge50_qr33_tau87,21,200,50,0.33,0.87,313.92,75.36,10.00,1.00,10:1,292.23,219.08016,533.0,313.91984,75.359316,159.559322,0,31
Random Search,20260607,45,rs_r45_001_tl56_dt6_ge41_qr60_tau88,56,6,41,0.6,0.88,180.92,92.55,10.00,1.00,10:1,172.89,219.08016,400.0,180.91984,92.545809,148.832432,0,18
Random Search,20260607,45,rs_r45_002_tl101_dt102_ge19_qr27_tau71,101,102,19,0.27,0.71,285.92,99.51,10.00,1.00,10:1,268.97,219.08016,505.0,285.91984,99.505362,168.878981,1,51
Random Search,20260607,45,rs_r45_003_tl122_dt192_ge23_qr29_tau88,122,192,23,0.29,0.88,178.92,84.32,10.00,1.00,10:1,170.32,219.08016,398.0,178.91984,84.316527,137.69146,1,39
Random Search,20260607,45,rs_r45_004_tl105_dt182_ge0_qr99_tau76,105,182,0,0.99,0.76,273.92,94.26,10.00,1.00,10:1,257.59,219.08016,493.0,273.91984,94.261738,156.581907,0,102
Random Search,20260607,45,rs_r45_005_tl48_dt88_ge40_qr63_tau87,48,88,40,0.63,0.87,312.92,81.79,10.00,1.00,10:1,291.91,219.08016,532.0,312.91984,81.790236,153.643016,0,35
Random Search,20260607,45,rs_r45_006_tl74_dt117_ge4_qr19_tau87,74,117,4,0.19,0.87,299.92,93.59,10.00,1.00,10:1,281.16,219.08016,519.0,299.91984,93.593812,154.741497,1,85
Random Search,20260607,46,rs_r46_001_tl2_dt201_ge34_qr82_tau87,2,201,34,0.82,0.87,193.92,79.70,10.00,1.00,10:1,183.54,219.08016,413.0,193.91984,79.70443,146.157303,0,30
Random Search,20260607,46,rs_r46_002_tl23_dt19_ge27_qr96_tau80,23,19,27,0.96,0.8,172.92,79.75,10.00,1.00,10:1,164.45,219.08016,392.0,172.91984,79.752486,145.884393,0,23
Random Search,20260607,46,rs_r46_003_tl88_dt148_ge43_qr85_tau85,88,148,43,0.85,0.85,272.92,80.52,10.00,1.00,10:1,255.43,219.08016,492.0,272.91984,80.51901,155.498778,0,33
Random Search,20260607,46,rs_r46_004_tl108_dt32_ge19_qr72_tau78,108,32,19,0.72,0.78,137.92,86.93,10.00,1.00,10:1,133.28,219.08016,357.0,137.91984,86.928355,136.276316,0,31
Random Search,20260607,46,rs_r46_005_tl26_dt50_ge17_qr84_tau78,26,50,17,0.84,0.78,191.92,76.36,10.00,1.00,10:1,181.41,219.08016,411.0,191.91984,76.359251,135.237143,0,40
Random Search,20260607,46,rs_r46_006_tl72_dt163_ge1_qr82_tau74,72,163,1,0.82,0.74,413.92,90.30,10.00,1.00,10:1,384.50,219.08016,633.0,413.91984,90.303821,172.774011,0,124
Random Search,20260607,47,rs_r47_001_tl45_dt112_ge26_qr40_tau77,45,112,26,0.4,0.77,298.92,76.57,10.00,1.00,10:1,278.71,219.08016,518.0,298.91984,76.571011,151.2746,0,44
Random Search,20260607,47,rs_r47_002_tl109_dt119_ge50_qr46_tau86,109,119,50,0.46,0.86,400.92,78.81,10.00,1.00,10:1,371.64,219.08016,620.0,400.91984,78.809575,179.611429,0,34
Random Search,20260607,47,rs_r47_003_tl86_dt181_ge30_qr35_tau76,86,181,30,0.35,0.76,286.92,75.40,10.00,1.00,10:1,267.69,219.08016,506.0,286.91984,75.397098,148.310263,0,40
Random Search,20260607,47,rs_r47_004_tl52_dt122_ge1_qr44_tau82,52,122,1,0.44,0.82,308.92,91.39,10.00,1.00,10:1,289.14,219.08016,528.0,308.91984,91.387842,159.786848,0,102
Random Search,20260607,47,rs_r47_005_tl36_dt108_ge2_qr77_tau78,36,108,2,0.77,0.78,302.92,92.28,10.00,1.00,10:1,283.77,219.08016,522.0,302.91984,92.281034,156.053241,0,93
Random Search,20260607,47,rs_r47_006_tl23_dt37_ge38_qr22_tau87,23,37,38,0.22,0.87,114.92,91.04,10.00,1.00,10:1,112.75,219.08016,334.0,114.91984,91.041311,143.752941,1,21
Random Search,20260607,48,rs_r48_001_tl55_dt86_ge30_qr5_tau75,55,86,30,0.05,0.75,154.92,85.90,10.00,1.00,10:1,148.65,219.08016,374.0,154.91984,85.90066,137.264798,1,32
Random Search,20260607,48,rs_r48_002_tl72_dt200_ge26_qr98_tau70,72,200,26,0.98,0.7,202.92,77.82,10.00,1.00,10:1,191.55,219.08016,422.0,202.91984,77.822396,135.544199,0,36
Random Search,20260607,48,rs_r48_003_tl101_dt63_ge12_qr5_tau78,101,63,12,0.05,0.78,325.92,103.26,10.00,1.00,10:1,305.68,219.08016,545.0,325.91984,103.26195,171.012552,1,61
Random Search,20260607,48,rs_r48_004_tl11_dt141_ge34_qr9_tau70,11,141,34,0.09,0.7,289.92,91.21,10.00,1.00,10:1,271.86,219.08016,509.0,289.91984,91.211229,162.123348,1,36
Random Search,20260607,48,rs_r48_005_tl115_dt89_ge3_qr8_tau80,115,89,3,0.08,0.8,190.92,93.02,10.00,1.00,10:1,182.02,219.08016,410.0,190.91984,93.023681,153.891892,1,72
Random Search,20260607,48,rs_r48_006_tl25_dt146_ge15_qr36_tau80,25,146,15,0.36,0.8,189.92,92.48,10.00,1.00,10:1,181.06,219.08016,409.0,189.91984,92.475249,144.155367,0,47
Random Search,20260607,49,rs_r49_001_tl73_dt170_ge2_qr26_tau87,73,170,2,0.26,0.87,238.92,95.06,10.00,1.00,10:1,225.84,219.08016,458.0,238.91984,95.055725,158.719298,1,86
Random Search,20260607,49,rs_r49_002_tl49_dt224_ge23_qr86_tau76,49,224,23,0.86,0.76,266.92,79.61,10.00,1.00,10:1,249.89,219.08016,486.0,266.91984,79.609924,147.575309,0,46
Random Search,20260607,49,rs_r49_003_tl11_dt79_ge15_qr11_tau85,11,79,15,0.11,0.85,146.92,86.78,10.00,1.00,10:1,141.45,219.08016,366.0,146.91984,86.778852,142.465789,1,39
Random Search,20260607,49,rs_r49_004_tl30_dt183_ge44_qr76_tau78,30,183,44,0.76,0.78,192.92,82.00,10.00,1.00,10:1,182.84,219.08016,412.0,192.91984,82.002378,150.8775,0,25
Random Search,20260607,49,rs_r49_005_tl6_dt24_ge13_qr8_tau83,6,24,13,0.08,0.83,138.92,82.14,10.00,1.00,10:1,133.76,219.08016,358.0,138.91984,82.137606,148.605263,1,29
Random Search,20260607,49,rs_r49_006_tl105_dt144_ge30_qr5_tau75,105,144,30,0.05,0.75,174.92,86.47,10.00,1.00,10:1,166.88,219.08016,394.0,174.91984,86.474674,140.929619,1,31
Random Search,20260607,50,rs_r50_001_tl44_dt117_ge22_qr50_tau70,44,117,22,0.5,0.7,310.92,93.00,10.00,1.00,10:1,291.11,219.08016,530.0,310.91984,92.995401,173.470982,0,51
Random Search,20260607,50,rs_r50_002_tl116_dt126_ge34_qr2_tau75,116,126,34,0.02,0.75,319.92,88.95,10.00,1.00,10:1,298.92,219.08016,539.0,319.91984,88.946059,178.930894,1,39
Random Search,20260607,50,rs_r50_003_tl95_dt111_ge26_qr47_tau85,95,111,26,0.47,0.85,324.92,78.56,10.00,1.00,10:1,302.52,219.08016,544.0,324.91984,78.558802,153.094714,0,44
Random Search,20260607,50,rs_r50_004_tl46_dt2_ge35_qr10_tau81,46,2,35,0.1,0.81,262.92,86.61,10.00,1.00,10:1,246.89,219.08016,482.0,262.91984,86.609794,166.25,1,17
Random Search,20260607,50,rs_r50_005_tl54_dt42_ge4_qr100_tau78,54,42,4,1.0,0.78,170.92,89.93,10.00,1.00,10:1,163.56,219.08016,390.0,170.91984,89.929018,143.418398,0,53
Random Search,20260607,50,rs_r50_006_tl20_dt194_ge10_qr17_tau87,20,194,10,0.17,0.87,397.92,90.01,10.00,1.00,10:1,369.93,219.08016,617.0,397.91984,90.014297,195.413793,1,81
CMA-ES,20260607,1,cma_r01_001_tl34_dt25_ge1_qr76_tau84,34,25,1,0.76,0.84,158.92,73.97,10.00,1.00,10:1,151.20,219.08016,378.0,158.91984,73.973197,141.387574,0,46
CMA-ES,20260607,1,cma_r01_002_tl62_dt161_ge20_qr0_tau90,62,161,20,0.0,0.9,495.92,92.10,10.00,1.00,10:1,459.21,219.08016,715.0,495.91984,92.09595,201.614357,1,69
CMA-ES,20260607,1,cma_r01_003_tl37_dt202_ge8_qr64_tau71,37,202,8,0.64,0.71,281.92,90.01,10.00,1.00,10:1,264.47,219.08016,501.0,281.91984,90.013771,159.270335,0,70
CMA-ES,20260607,1,cma_r01_004_tl46_dt177_ge39_qr53_tau72,46,177,39,0.53,0.72,274.92,81.03,10.00,1.00,10:1,257.29,219.08016,494.0,274.91984,81.030515,156.880952,0,32
CMA-ES,20260607,1,cma_r01_005_tl27_dt216_ge25_qr60_tau87,27,216,25,0.6,0.87,181.92,77.39,10.00,1.00,10:1,172.42,219.08016,401.0,181.91984,77.390729,135.8,0,37
CMA-ES,20260607,1,cma_r01_006_tl96_dt196_ge43_qr0_tau75,96,196,43,0.0,0.75,217.92,82.47,10.00,1.00,10:1,205.61,219.08016,437.0,217.91984,82.471706,139.321229,1,29
CMA-ES,20260607,2,cma_r02_001_tl52_dt120_ge13_qr79_tau82,52,120,13,0.79,0.82,309.92,89.75,10.00,1.00,10:1,289.90,219.08016,529.0,309.91984,89.754276,164.209979,0,62
CMA-ES,20260607,2,cma_r02_002_tl10_dt50_ge12_qr90_tau84,10,50,12,0.9,0.84,182.92,80.87,10.00,1.00,10:1,173.64,219.08016,402.0,182.91984,80.871923,147.048843,0,44
CMA-ES,20260607,2,cma_r02_003_tl40_dt105_ge31_qr13_tau78,40,105,31,0.13,0.78,194.92,91.82,10.00,1.00,10:1,185.55,219.08016,414.0,194.91984,91.822703,156.771357,1,32
CMA-ES,20260607,2,cma_r02_004_tl24_dt167_ge17_qr99_tau82,24,167,17,0.99,0.82,297.92,90.00,10.00,1.00,10:1,279.02,219.08016,517.0,297.91984,89.996834,167.986667,0,54
CMA-ES,20260607,2,cma_r02_005_tl60_dt6_ge11_qr71_tau81,60,6,11,0.71,0.81,181.92,95.17,10.00,1.00,10:1,174.03,219.08016,401.0,181.91984,95.173908,162.60804,0,20
CMA-ES,20260607,2,cma_r02_006_tl52_dt1_ge20_qr49_tau72,52,1,20,0.49,0.72,264.92,89.58,10.00,1.00,10:1,248.98,219.08016,484.0,264.91984,89.58386,167.941038,0,18
CMA-ES,20260607,3,cma_r03_001_tl31_dt95_ge24_qr58_tau86,31,95,24,0.58,0.86,307.92,81.40,10.00,1.00,10:1,287.33,219.08016,527.0,307.91984,81.399283,159.373894,0,44
CMA-ES,20260607,3,cma_r03_002_tl53_dt99_ge28_qr75_tau87,53,99,28,0.75,0.87,215.92,75.22,10.00,1.00,10:1,203.13,219.08016,435.0,215.91984,75.222027,135.658402,0,36
CMA-ES,20260607,3,cma_r03_003_tl58_dt5_ge9_qr81_tau81,58,5,9,0.81,0.81,264.92,81.74,10.00,1.00,10:1,248.27,219.08016,484.0,264.91984,81.736439,160.085511,0,21
CMA-ES,20260607,3,cma_r03_004_tl2_dt119_ge9_qr88_tau86,2,119,9,0.88,0.86,232.92,77.37,10.00,1.00,10:1,218.78,219.08016,452.0,232.91984,77.366033,137.787234,0,57
CMA-ES,20260607,3,cma_r03_005_tl76_dt23_ge28_qr99_tau82,76,23,28,0.99,0.82,177.92,75.87,10.00,1.00,10:1,168.64,219.08016,397.0,177.91984,75.865639,145.943503,0,24
CMA-ES,20260607,3,cma_r03_006_tl64_dt60_ge28_qr19_tau80,64,60,28,0.19,0.8,157.92,84.31,10.00,1.00,10:1,151.23,219.08016,377.0,157.91984,84.307528,134.857143,1,29
CMA-ES,20260607,4,cma_r04_001_tl45_dt81_ge19_qr79_tau78,45,81,19,0.79,0.78,380.92,93.97,10.00,1.00,10:1,354.83,219.08016,600.0,380.91984,93.972328,178.710476,0,58
CMA-ES,20260607,4,cma_r04_002_tl61_dt142_ge49_qr59_tau76,61,142,49,0.59,0.76,302.92,79.03,10.00,1.00,10:1,282.57,219.08016,522.0,302.91984,79.031844,169.578313,0,31
CMA-ES,20260607,4,cma_r04_003_tl30_dt9_ge30_qr21_tau82,30,9,30,0.21,0.82,145.92,82.38,10.00,1.00,10:1,140.14,219.08016,365.0,145.91984,82.379554,146.847095,1,17
CMA-ES,20260607,4,cma_r04_004_tl53_dt95_ge29_qr47_tau86,53,95,29,0.47,0.86,266.92,80.06,10.00,1.00,10:1,249.93,219.08016,486.0,266.91984,80.061009,151.621924,0,38
CMA-ES,20260607,4,cma_r04_005_tl35_dt74_ge29_qr84_tau90,35,74,29,0.84,0.9,283.92,85.81,10.00,1.00,10:1,265.91,219.08016,503.0,283.91984,85.811471,156.103448,0,39
CMA-ES,20260607,4,cma_r04_006_tl65_dt70_ge27_qr69_tau82,65,70,27,0.69,0.82,344.92,84.99,10.00,1.00,10:1,321.29,219.08016,564.0,344.91984,84.986125,152.275269,0,45
CMA-ES,20260607,5,cma_r05_001_tl115_dt27_ge37_qr12_tau85,115,27,37,0.12,0.85,113.92,80.47,10.00,1.00,10:1,110.88,219.08016,333.0,113.91984,80.474892,135.147651,1,19
CMA-ES,20260607,5,cma_r05_002_tl20_dt0_ge30_qr24_tau78,20,0,30,0.24,0.78,268.92,85.66,10.00,1.00,10:1,252.26,219.08016,488.0,268.91984,85.664837,165.900693,1,40
CMA-ES,20260607,5,cma_r05_003_tl31_dt77_ge29_qr0_tau80,31,77,29,0.0,0.8,188.92,83.82,10.00,1.00,10:1,179.37,219.08016,408.0,188.91984,83.818611,140.841954,1,36
CMA-ES,20260607,5,cma_r05_004_tl48_dt120_ge42_qr55_tau81,48,120,42,0.55,0.81,281.92,79.19,10.00,1.00,10:1,263.49,219.08016,501.0,281.91984,79.188815,155.643373,0,31
CMA-ES,20260607,5,cma_r05_005_tl24_dt1_ge17_qr76_tau88,24,1,17,0.76,0.88,264.92,89.58,10.00,1.00,10:1,248.98,219.08016,484.0,264.91984,89.58386,167.941038,0,18
CMA-ES,20260607,5,cma_r05_006_tl13_dt21_ge50_qr14_tau76,13,21,50,0.14,0.76,138.92,84.58,10.00,1.00,10:1,133.98,219.08016,358.0,138.91984,84.576535,141.0,1,17
CMA-ES,20260607,6,cma_r06_001_tl61_dt24_ge28_qr36_tau88,61,24,28,0.36,0.88,177.92,82.54,10.00,1.00,10:1,169.25,219.08016,397.0,177.91984,82.537734,151.15285,0,26
CMA-ES,20260607,6,cma_r06_002_tl58_dt63_ge49_qr39_tau86,58,63,49,0.39,0.86,210.92,76.36,10.00,1.00,10:1,198.69,219.08016,430.0,210.91984,76.358484,135.028646,0,28
CMA-ES,20260607,6,cma_r06_003_tl88_dt0_ge37_qr4_tau80,88,0,37,0.04,0.8,304.92,96.08,10.00,1.00,10:1,285.93,219.08016,524.0,304.91984,96.083853,159.627962,1,36
CMA-ES,20260607,6,cma_r06_004_tl78_dt9_ge36_qr14_tau82,78,9,36,0.14,0.82,145.92,82.38,10.00,1.00,10:1,140.14,219.08016,365.0,145.91984,82.379554,146.847095,1,17
CMA-ES,20260607,6,cma_r06_005_tl38_dt2_ge48_qr8_tau86,38,2,48,0.08,0.86,262.92,86.61,10.00,1.00,10:1,246.89,219.08016,482.0,262.91984,86.609794,166.25,1,17
CMA-ES,20260607,6,cma_r06_006_tl66_dt19_ge29_qr36_tau83,66,19,29,0.36,0.83,143.92,76.96,10.00,1.00,10:1,137.83,219.08016,363.0,143.91984,76.963471,135.520249,0,20
CMA-ES,20260607,7,cma_r07_001_tl117_dt25_ge19_qr17_tau75,117,25,19,0.17,0.75,93.92,79.96,10.00,1.00,10:1,92.65,219.08016,313.0,93.91984,79.956541,146.473214,1,29
CMA-ES,20260607,7,cma_r07_002_tl94_dt5_ge32_qr14_tau88,94,5,32,0.14,0.88,161.92,93.25,10.00,1.00,10:1,155.68,219.08016,381.0,161.91984,93.252969,147.767568,1,18
CMA-ES,20260607,7,cma_r07_003_tl55_dt40_ge24_qr28_tau86,55,40,24,0.28,0.86,169.92,87.97,10.00,1.00,10:1,162.47,219.08016,389.0,169.91984,87.973913,137.220896,1,29
CMA-ES,20260607,7,cma_r07_004_tl61_dt87_ge16_qr70_tau85,61,87,16,0.7,0.85,248.92,99.46,10.00,1.00,10:1,235.33,219.08016,468.0,248.91984,99.462914,163.20283,0,52
CMA-ES,20260607,7,cma_r07_005_tl51_dt19_ge20_qr29_tau83,51,19,20,0.29,0.83,145.92,90.16,10.00,1.00,10:1,140.85,219.08016,365.0,145.91984,90.156293,153.337662,1,20
CMA-ES,20260607,7,cma_r07_006_tl36_dt1_ge49_qr22_tau81,36,1,49,0.22,0.81,262.92,100.32,10.00,1.00,10:1,248.14,219.08016,482.0,262.91984,100.315305,197.55348,1,17
CMA-ES,20260607,8,cma_r08_001_tl118_dt53_ge17_qr1_tau75,118,53,17,0.01,0.75,230.92,87.42,10.00,1.00,10:1,217.87,219.08016,450.0,230.91984,87.424618,141.6,1,46
CMA-ES,20260607,8,cma_r08_002_tl100_dt4_ge28_qr4_tau79,100,4,28,0.04,0.79,173.92,99.41,10.00,1.00,10:1,167.15,219.08016,393.0,173.91984,99.413986,164.634518,1,18
CMA-ES,20260607,8,cma_r08_003_tl75_dt0_ge24_qr11_tau81,75,0,24,0.11,0.81,278.92,91.27,10.00,1.00,10:1,261.86,219.08016,498.0,278.91984,91.271966,156.233333,1,44
CMA-ES,20260607,8,cma_r08_004_tl121_dt13_ge38_qr25_tau75,121,13,38,0.25,0.75,158.92,85.95,10.00,1.00,10:1,152.29,219.08016,378.0,158.91984,85.954037,154.826705,1,17
CMA-ES,20260607,8,cma_r08_005_tl105_dt71_ge32_qr26_tau74,105,71,32,0.26,0.74,277.92,83.99,10.00,1.00,10:1,260.29,219.08016,497.0,277.91984,83.992205,162.028103,1,40
CMA-ES,20260607,8,cma_r08_006_tl100_dt38_ge6_qr8_tau76,100,38,6,0.08,0.76,141.92,85.48,10.00,1.00,10:1,136.79,219.08016,361.0,141.91984,85.484123,138.060241,1,42
CMA-ES,20260607,9,cma_r09_001_tl121_dt43_ge26_qr7_tau73,121,43,26,0.07,0.73,109.92,82.30,10.00,1.00,10:1,107.41,219.08016,329.0,109.91984,82.300194,137.364821,1,30
CMA-ES,20260607,9,cma_r09_002_tl88_dt22_ge16_qr17_tau76,88,22,16,0.17,0.76,144.92,83.85,10.00,1.00,10:1,139.37,219.08016,364.0,144.91984,83.847686,145.18209,1,26
CMA-ES,20260607,9,cma_r09_003_tl100_dt89_ge9_qr7_tau74,100,89,9,0.07,0.74,279.92,97.48,10.00,1.00,10:1,263.33,219.08016,499.0,279.91984,97.479199,159.28355,1,67
CMA-ES,20260607,9,cma_r09_004_tl118_dt31_ge28_qr18_tau74,118,31,28,0.18,0.74,144.92,88.45,10.00,1.00,10:1,139.79,219.08016,364.0,144.91984,88.445137,142.182099,1,24
CMA-ES,20260607,9,cma_r09_005_tl104_dt18_ge38_qr15_tau78,104,18,38,0.15,0.78,164.92,92.87,10.00,1.00,10:1,158.37,219.08016,384.0,164.91984,92.873524,152.488372,1,20
CMA-ES,20260607,9,cma_r09_006_tl100_dt4_ge14_qr1_tau74,100,4,14,0.01,0.74,173.92,99.41,10.00,1.00,10:1,167.15,219.08016,393.0,173.91984,99.413986,164.634518,1,20
CMA-ES,20260607,10,cma_r10_001_tl122_dt15_ge50_qr1_tau73,122,15,50,0.01,0.73,137.92,83.00,10.00,1.00,10:1,132.93,219.08016,357.0,137.91984,82.998989,142.179567,1,18
CMA-ES,20260607,10,cma_r10_002_tl101_dt35_ge39_qr0_tau80,101,35,39,0.0,0.8,115.92,93.78,10.00,1.00,10:1,113.91,219.08016,335.0,115.91984,93.77723,149.601156,1,21
CMA-ES,20260607,10,cma_r10_003_tl101_dt107_ge34_qr14_tau75,101,107,34,0.14,0.75,301.92,92.18,10.00,1.00,10:1,282.85,219.08016,521.0,301.91984,92.176857,177.324435,1,38
CMA-ES,20260607,10,cma_r10_004_tl118_dt45_ge30_qr0_tau74,118,45,30,0.0,0.74,177.92,92.31,10.00,1.00,10:1,170.14,219.08016,397.0,177.91984,92.309335,138.414706,1,30
CMA-ES,20260607,10,cma_r10_005_tl90_dt54_ge28_qr26_tau77,90,54,28,0.26,0.77,222.92,89.43,10.00,1.00,10:1,210.78,219.08016,442.0,222.91984,89.430507,140.13369,1,37
CMA-ES,20260607,10,cma_r10_006_tl109_dt87_ge14_qr29_tau81,109,87,14,0.29,0.81,291.92,89.18,10.00,1.00,10:1,273.49,219.08016,511.0,291.91984,89.17884,159.169048,1,58
CMA-ES,20260607,11,cma_r11_001_tl83_dt106_ge39_qr0_tau79,83,106,39,0.0,0.79,186.92,89.55,10.00,1.00,10:1,178.07,219.08016,406.0,186.91984,89.549131,140.833333,1,29
CMA-ES,20260607,11,cma_r11_002_tl93_dt43_ge44_qr0_tau77,93,43,44,0.0,0.77,114.92,91.51,10.00,1.00,10:1,112.79,219.08016,334.0,114.91984,91.511255,138.333333,1,22
CMA-ES,20260607,11,cma_r11_003_tl120_dt2_ge36_qr17_tau83,120,2,36,0.17,0.83,262.92,86.61,10.00,1.00,10:1,246.89,219.08016,482.0,262.91984,86.609794,166.25,1,17
CMA-ES,20260607,11,cma_r11_004_tl106_dt11_ge16_qr23_tau77,106,11,16,0.23,0.77,146.92,81.48,10.00,1.00,10:1,140.97,219.08016,366.0,146.91984,81.483514,147.174041,1,18
CMA-ES,20260607,11,cma_r11_005_tl88_dt20_ge43_qr7_tau82,88,20,43,0.07,0.82,91.92,81.03,10.00,1.00,10:1,90.93,219.08016,311.0,91.91984,81.031199,148.869048,1,17
CMA-ES,20260607,11,cma_r11_006_tl97_dt9_ge47_qr2_tau82,97,9,47,0.02,0.82,145.92,82.38,10.00,1.00,10:1,140.14,219.08016,365.0,145.91984,82.379554,146.847095,1,17
CMA-ES,20260607,12,cma_r12_001_tl94_dt11_ge35_qr3_tau79,94,11,35,0.03,0.79,146.92,81.48,10.00,1.00,10:1,140.97,219.08016,366.0,146.91984,81.483514,147.174041,1,17
CMA-ES,20260607,12,cma_r12_002_tl121_dt44_ge35_qr5_tau83,121,44,35,0.05,0.83,165.92,88.95,10.00,1.00,10:1,158.92,219.08016,385.0,165.91984,88.949008,137.392962,1,28
CMA-ES,20260607,12,cma_r12_003_tl85_dt21_ge50_qr21_tau80,85,21,50,0.21,0.8,138.92,84.58,10.00,1.00,10:1,133.98,219.08016,358.0,138.91984,84.576535,141.0,1,17
CMA-ES,20260607,12,cma_r12_004_tl95_dt32_ge42_qr1_tau81,95,32,42,0.01,0.81,138.92,96.63,10.00,1.00,10:1,135.08,219.08016,358.0,138.91984,96.629031,138.281457,1,19
CMA-ES,20260607,12,cma_r12_005_tl60_dt3_ge37_qr25_tau83,60,3,37,0.25,0.83,181.92,85.83,10.00,1.00,10:1,173.18,219.08016,401.0,181.91984,85.827908,148.664879,1,17
CMA-ES,20260607,12,cma_r12_006_tl105_dt26_ge32_qr6_tau83,105,26,32,0.06,0.83,92.92,82.29,10.00,1.00,10:1,91.95,219.08016,312.0,92.91984,82.28673,148.496988,1,18
CMA-ES,20260607,13,cma_r13_001_tl105_dt17_ge37_qr10_tau80,105,17,37,0.1,0.8,137.92,92.55,10.00,1.00,10:1,133.80,219.08016,357.0,137.91984,92.549743,149.27957,1,18
CMA-ES,20260607,13,cma_r13_002_tl89_dt17_ge21_qr20_tau78,89,17,21,0.2,0.78,145.92,93.00,10.00,1.00,10:1,141.11,219.08016,365.0,145.91984,93.001766,163.375796,1,21
CMA-ES,20260607,13,cma_r13_003_tl81_dt28_ge38_qr0_tau80,81,28,38,0.0,0.8,90.92,90.80,10.00,1.00,10:1,90.91,219.08016,310.0,90.91984,90.800002,150.729167,1,17
CMA-ES,20260607,13,cma_r13_004_tl109_dt14_ge39_qr13_tau76,109,14,39,0.13,0.76,137.92,83.28,10.00,1.00,10:1,132.95,219.08016,357.0,137.91984,83.276623,145.1625,1,18
CMA-ES,20260607,13,cma_r13_005_tl105_dt79_ge34_qr19_tau82,105,79,34,0.19,0.82,253.92,84.31,10.00,1.00,10:1,238.50,219.08016,473.0,253.91984,84.305264,153.31407,1,34
CMA-ES,20260607,13,cma_r13_006_tl110_dt22_ge49_qr6_tau82,110,22,49,0.06,0.82,93.92,81.51,10.00,1.00,10:1,92.79,219.08016,313.0,93.91984,81.511526,145.532508,1,17
CMA-ES,20260607,14,cma_r14_001_tl61_dt34_ge50_qr2_tau85,61,34,50,0.02,0.85,114.92,92.43,10.00,1.00,10:1,112.88,219.08016,334.0,114.91984,92.432484,146.77907,1,16
CMA-ES,20260607,14,cma_r14_002_tl47_dt20_ge46_qr17_tau84,47,20,46,0.17,0.84,91.92,81.03,10.00,1.00,10:1,90.93,219.08016,311.0,91.91984,81.031199,148.869048,1,17
CMA-ES,20260607,14,cma_r14_003_tl80_dt17_ge47_qr8_tau82,80,17,47,0.08,0.82,137.92,92.55,10.00,1.00,10:1,133.80,219.08016,357.0,137.91984,92.549743,149.27957,1,18
CMA-ES,20260607,14,cma_r14_004_tl65_dt33_ge24_qr5_tau79,65,33,24,0.05,0.79,159.92,88.09,10.00,1.00,10:1,153.39,219.08016,379.0,159.91984,88.087665,145.931751,1,28
CMA-ES,20260607,14,cma_r14_005_tl122_dt44_ge50_qr1_tau80,122,44,50,0.01,0.8,96.92,91.80,10.00,1.00,10:1,96.45,219.08016,316.0,96.91984,91.802675,139.012195,1,19
CMA-ES,20260607,14,cma_r14_006_tl112_dt37_ge32_qr0_tau79,112,37,32,0.0,0.79,137.92,94.60,10.00,1.00,10:1,133.98,219.08016,357.0,137.91984,94.598856,150.284058,1,27
CMA-ES,20260607,15,cma_r15_001_tl70_dt31_ge49_qr1_tau81,70,31,49,0.01,0.81,91.92,89.03,10.00,1.00,10:1,91.66,219.08016,311.0,91.91984,89.031723,146.93617,1,17
CMA-ES,20260607,15,cma_r15_002_tl47_dt45_ge40_qr10_tau81,47,45,40,0.1,0.81,127.92,93.66,10.00,1.00,10:1,124.81,219.08016,347.0,127.91984,93.660152,172.752515,1,23
CMA-ES,20260607,15,cma_r15_003_tl49_dt19_ge38_qr10_tau84,49,19,38,0.1,0.84,137.92,93.11,10.00,1.00,10:1,133.85,219.08016,357.0,137.91984,93.108546,159.380597,1,17
CMA-ES,20260607,15,cma_r15_004_tl60_dt15_ge50_qr24_tau85,60,15,50,0.24,0.85,137.92,83.00,10.00,1.00,10:1,132.93,219.08016,357.0,137.91984,82.998989,142.179567,1,18
CMA-ES,20260607,15,cma_r15_005_tl36_dt7_ge39_qr2_tau83,36,7,39,0.02,0.83,163.92,84.28,10.00,1.00,10:1,156.68,219.08016,383.0,163.91984,84.279298,145.105263,1,18
