mapwide_id,source_edge,sink_edge,route_edges,route_edge_count,depart,reason
expanded_v7_mapwide_00271,-315658900#5,419812887#2,-315658900#5 -315658900#4 -315658900#3 -315658900#2 -315658900#1 -315658900#0 -315658899#1 -315658899#0 921117704#0 921117704#1 1467498054 -781985788#0 -383097722#0 383097714 1499619438#0 1499619445#2 1499619444 1499619443#0 1499619443#1 1499619443#2 1499619443#3 1499619443#4 1499619443#5 1499619443#6 1499619443#7 1499619443#8 1499619443#9 1499619437 1499619442 1499619439#0 1499619439#1 1499619439#2 1499619439#3 218923156#1 333725870 424940172 1084408276#0 1084408276#1 1482114515#0 1084408281 219053199#0 219053199#1 219053199#2 219053199#3 219053199#4 219053199#5 -217514805#7 -217514805#6 -217514805#5 -217514805#4 -217514805#3 -217514805#2 -217514805#1 -217514805#0 -329261504#2 -895829949 419812887#1 419812887#2,58,1520.62,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00272,37400684#3,379584866#0,37400684#3 732213462 620634300 1212424784 1212424783#0 1212424783#1 1212424783#2 1212424783#3 1212424783#4 1455526426#0 1455526426#1 1455526426#2 482167259 482167260 1455527229 1455527230 1207481548 1455546620 1207481549#0 1207481549#1 1455546621 1455546622#0 1455546622#1 1455546623 773060740#1 913698744 180192153#0 180192153#1 180192153#3 180192153#4 180192153#6 180192153#7 180192153#8 180192153#9 180192153#10 180192153#11 180192153#12 183521185#0 183521185#1 183521185#2 183521185#3 183521185#4 183521185#5 183521185#6 183521185#7 183521185#8 183521185#10 183521185#11 183521185#13 263590234 1455241699#0 1455241699#1 379584862#1 379584862#2 416206250#0 416206250#1 416206250#2 416206250#3 416206250#4 416212022#0 379584866#0,61,1526.98,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00273,-416172056,-381458595,-416172056 -223435055#0 1458160293 1458158614 1458158612 1458158611 1458158610 517583989 1458158609 1458158608 1458158607 517641007 1458158597 219745508 1458158602 37400684#0 37400684#1 37400684#2 37400684#3 732213462 620634300 1212424784 218769254#0 218769254#1 218769254#2 218769254#3 218769254#4 1456115797#0 184083252 218923184 1456115805 1381133418 117784417#2 117784417#3 -420348553 -117784415 117784421#2 117784421#3 117784421#4 198564928#28 -1455518728 -428260116#1 -428260116#0 -1455512067 -913006754#9 420331825#0 -117914351#2 -117914351#0 -117914348#1 -117914348#0 420331831 -1126339777#1 -1126339777#0 -913009311 -520307306 -218662402#1 -218662402#0 37928420#0 37928420#1 37928420#2 520307305#0 520307305#1 520307305#2 -239357573#21 -239357573#20 -239357573#19 381458581#1 381458581#2 381458581#3 381458597 -381458594#4 -381458595,72,1531.90,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00274,416178719#1,420089386#4,416178719#1 416178719#2 416178719#3 416178719#4 416178720#1 416178720#2 416178720#3 416178720#5 416178720#6 416195450#0 416195450#1 379730341#0 379730341#1 379730344 379730377 -416204675#6 -416204675#5 379730349 379730390#1 379730390#2 -416204675#2 -416204675#1 -416204675#0 -318478691 -318478671#1 -318478671#0 -1455543604 -1455543605 -517323577#1 -517323577#0 -180192150 -333725872#8 -333725872#7 -333725872#6 -333725872#5 -333725872#4 -333725872#2 -333725872#1 -482188706 -183895356 -218684408#9 -218684408#8 -218684408#7 -218684408#6 -218684408#5 -218684408#3 -218684408#2 -218684408#1 -218684408#0 37399924#0 37399924#1 37399924#2 37399924#3 37399924#4 37399924#5 420089386#0 420089386#1 420089386#2 420089386#3 420089386#4,60,1538.25,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00275,-245063646,-420361194#1,-245063646 184444067#4 184444067#5 184444067#6 517641017#4 517641017#5 517641017#6 517641017#7 517641017#8 517706841#1 517706841#2 517706841#3 517706841#4 517706841#5 908694579 656122981#0 656122981#1 656122981#2 656122981#4 656122981#5 656122981#6 613477341#2 613477341#3 613477341#4 218974503#0 218974503#1 218974503#2 218974503#3 218974503#4 218974503#5 218974503#6 1109231377#0 1109231377#1 782892492#0 782892492#1 -420361194#2 -420361194#1,37,1544.61,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00276,770860549,-619137615#8,770860549 821457682#1 333557072#3 -770860548#4 -770860548#3 770860565#0 770860565#1 78628775#5 78628770#1 379943755#1 379943753#0 379943753#1 1339655667#0 1339655667#1 -37403486#2 -37403486#1 -1339655670#2 -1339655670#1 -1339655670#0 -1339655672#1 -1339655672#0 -580350029#7 -580350029#6 -580350029#5 -580350029#3 -580350029#2 -580350029#1 -580350029#0 -526967879#3 -526967879#2 -526967879#1 -526967879#0 -37403484#5 -37403484#4 464458983#0 464458983#2 464458983#3 344898669#0 -344898670#0 -619137615#9 -619137615#8,41,1550.96,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00277,773060739#1,379730378#0,773060739#1 1208411212#0 1208411212#1 37402325#0 37402325#1 37402325#2 1506928765 480618375#1 480618375#2 480618375#3 480618375#4 480618375#5 480618375#6 480618375#7 480618375#8 480618375#9 1153283292#1 1153283292#2 1153283292#3 1153283292#4 770899736#0 770899736#1 770899736#2 1458160299 1458160300#0 1458160300#1 1458160300#2 1458160300#4 1458160300#5 1458160300#6 218769263#0 218769263#1 218769263#2 218769263#3 218769263#4 218769263#5 218769263#6 218769263#7 218769263#8 218769263#9 218769263#11 218769263#12 218769263#14 -517932075#9 -517932075#8 -517932075#7 -517932075#6 -517932075#5 -517932075#3 -517932075#2 -517932075#1 -517932075#0 1153283290 913698744 180192153#0 180192153#1 180192153#3 180192153#4 180192153#6 180192153#7 180192153#8 180192153#9 180192153#10 180192153#11 180192153#12 183521185#0 183521185#1 -379730403#4 416175123#0 416175122#2 -229028014#4 -800601984 -238538492#8 -238538492#7 -379730387#2 -379730387#1 -379730387#0 238538826#1 379730378#0,79,1557.31,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00278,375125205#4,218771978#3,375125205#4 381807721#0 -381807694#1 381807720#3 381807720#4 800229257#2 911522748#0 911522748#1 183521074#0 183521074#1 183521074#2 183521074#3 -913811578 913694024#0 913694024#1 37403503#5 37403503#6 656122996 1199229106#0 1199229106#1 218771978#1 218771978#2 218771978#3,23,1563.67,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00279,244384770#2,183521185#8,244384770#2 244384770#3 244384770#4 244384770#5 244384770#6 244384770#7 244384770#8 244384770#9 244384770#10 244384770#11 244384770#12 244384770#13 244384770#14 244384770#15 913006752#0 913006752#1 218662402#0 218662402#1 520307306 913009311 913009312#1 913009312#2 913009312#3 913009312#4 913009312#5 913009312#6 913009312#7 913009312#8 913009312#9 913009312#10 -218923171#5 -218923171#4 -218923171#2 -218923171#1 37403503#1 37403503#2 37403503#3 37403503#4 37403503#5 37403503#6 656122996 183272548#0 183272548#1 183272548#2 183272548#3 183272548#4 180192153#0 180192153#1 180192153#3 180192153#4 180192153#6 180192153#7 180192153#8 180192153#9 180192153#10 180192153#11 180192153#12 183521185#0 183521185#1 183521185#2 183521185#3 183521185#4 183521185#5 183521185#6 183521185#7 183521185#8,66,1570.02,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00280,-381452140#1,420113458#2,-381452140#1 381452099 218960891#3 381746452#0 381746452#1 381746452#2 381746452#3 -420097198#1 -420097207 -381746718 381737978#2 83339285#0 83339285#1 83339285#2 83339285#3 83339285#4 83339285#5 381730930#0 381730930#1 381730930#3 420108609#1 420108609#2 420108609#3 420108609#4 420108609#5 420113453 381730887 381730927 -381730909#2 -420113460 420113458#2,31,1576.37,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00281,-328442838#2,516417604#2,-328442838#2 -328442838#1 385962314#1 385962314#2 -385962313#2 -385962313#1 913230876 1507371404#2 480233461 1067765276#0 1067765276#1 1067765276#2 480233459 333580689#1 333580689#2 516388936#0 516948898#8 516948898#9 516948898#10 516948898#11 1214479816#0 1214479816#1 1214479816#2 1214479816#3 1214479816#4 333969025#1 773066533#0 773066533#1 773066533#2 773066533#3 621513157#0 621513157#1 621513157#2 621513156 516417604#0 516417604#2,36,1582.72,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00282,422584937#2,1205679418#10,422584937#2 -531796031 -218923177 516948898#3 176728950#0 176728950#1 -344645187 176728955#5 176728955#6 176728955#7 176728955#8 480233462#3 1424068313#1 1424068313#2 1424068313#3 1424068313#4 1424068313#5 619147731 539136610#0 908622900#0 908622900#1 -198564935#3 -198564935#2 -198564935#0 198564933 198564930 218923160#0 218923160#1 218923160#2 218923160#3 218923160#4 219096264 198564925#0 198564925#1 198564925#2 198564925#3 198564925#4 198564925#5 782892488#2 -1205679418#12 -1205679418#11 -1205679418#10 -1205679418#9 -1205679418#8 228795472#0 -228795477#7 -228795474#0 1205679418#6 1205679418#7 1205679418#8 1205679418#9 1205679418#10,52,1589.08,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00283,-464148430#0,-464419339#0,-464148430#0 -1144268077#1 -464154095#1 788727983 464148430#1 464148430#2 464148430#3 464154091#0 464154091#1 464154098 -447956867#6 -447956867#5 -447956867#4 -447956867#3 -447956867#2 -447956867#1 1244243645 -37401486#22 -238545096#2 -238545096#1 -238545096#0 516398275#3 516398275#4 516398275#5 516398275#6 516398275#7 516398275#8 516398275#9 908636259#0 908636259#1 908636259#3 908636259#4 908720245#0 908720245#1 1214479815 773066532#0 464233648#0 464233648#1 464233647#2 480233463#7 516388937 218923167#1 1068426572#0 1068426572#1 1424068314#2 1424068314#4 333554714#1 183272313#0 183272313#1 183272448#0 516169312#0 516169312#1 516169312#2 516169312#3 516169312#4 516169312#5 -331951643#7 331951646 -377373686#0 -331953288#1 -331953288#0 -464419339#2 -464419339#0,63,1595.43,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00284,420092890#0,218724603,420092890#0 381802870#0 381802870#1 870977310#0 870977310#1 37399924#8 37399924#9 37399924#10 37399924#11 218960891#0 218960891#1 218960891#2 218960891#3 218960891#4 218960891#5 218960891#6 218960891#8 218960891#9 218960891#10 218960891#11 218960891#12 218960891#13 218960891#14 -519097168#4 -519097168#2 -519097168#1 -519097168#0 -413106892 381746310 -381741957#1 781179155 97537664#1 519071257#0 1442271383 218724603,35,1601.78,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00285,381452120#6,782892488#2,381452120#6 -183272309#6 -183272309#4 -420319848#7 -420319848#5 -420319848#4 -420319848#3 -420319848#2 -420319848#1 -420319848#0 381452132 -420331825#4 -420331825#3 -420331825#2 -420331825#1 -420331825#0 913006754#9 1455512067 428260110 381453328#0 -381453321#4 -381453321#2 -381453321#1 381453320#1 -420348556#2 -420348556#1 -420348556#0 381453325#1 -198564928#25 -198564928#24 -198564928#21 -198564928#20 -198564928#19 -198564928#18 -198564928#17 -198564928#16 -198564928#15 -198564928#14 -198564928#13 -198564928#12 -198564928#11 -198564928#10 -198564928#8 -198564928#7 -198564928#6 -198564928#5 -198564928#4 -198564928#2 -198564928#0 198564934#0 198564934#1 913565824#1 913565824#2 782892488#2,54,1608.14,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00286,-198691076#2,516169308#7,-198691076#2 -198691076#1 198691079#3 198691085#0 198691085#1 198691085#2 198691085#3 198691065#1 198691065#2 383097714 1499619438#0 383097712#1 383097712#2 183272462#1 333972428#1 333972428#2 333972428#3 333972428#4 289213613#0 619342756 585341917 438360329#0 438360329#1 183272574#1 -516948900#4 -516948900#3 -516948900#2 333554715#1 531796031 -422584937#2 -422584937#1 -422584937#0 -516388934#3 475744294#1 183272449#0 183272449#1 183272449#2 183272449#3 516169308#2 516169308#3 516169308#4 516169308#5 516169308#6 516169308#7,44,1613.06,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00287,183521178#3,-233526454#0,183521178#3 183521178#4 183521178#5 183521178#6 183521178#7 183521178#8 183521178#9 183521195#0 183521195#1 183521195#2 183521195#3 1455546617#0 1455546617#1 1455546618#0 1455546618#1 1455546619 184083202 1455527231#0 1455527231#1 1455527231#2 1455527231#3 1455527231#4 1455527231#6 1455527231#7 1455527231#8 184083240 1458158606 517641011#0 517641011#1 517641011#2 517641011#3 517641011#4 517641011#5 -318750942#5 -318750942#3 -419750461#3 -419752064#6 -419752064#5 -419752064#4 -419752064#3 -419752064#2 -419752064#1 788674833 -419752056#0 -245063565#6 -245063565#5 -245063565#4 -245063565#3 419750460 -233526454#1 -233526454#0,51,1619.41,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00288,272232099#1,-419812285#0,272232099#1 272263605#0 272263605#1 272263605#2 -273639501#2 -273639501#1 -273638834#8 -273638834#6 -273638834#5 -273638834#4 -273638834#3 -273638834#2 -273638834#1 219696192#0 219696192#1 219696192#3 219696192#4 219696192#5 219696192#6 219696192#7 219696192#9 824132484#1 824132486 420383141#0 420383141#1 -506162633 517641026#0 517641026#1 517641026#2 517641026#3 -180190213#11 -233651332#3 233651294#0 233651294#1 233651294#2 233651294#3 -419812286#7 233651265 329261473#0 -184445043#0 -419812286#5 -419812286#4 -419812286#3 -419812286#2 -419812286#1 -419812286#0 -419812287#0 -419812285#0,48,1625.77,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00289,37400087#2,-273647557,37400087#2 176728954 493183992#3 -1424068313#5 -1424068313#4 -1424068313#3 -1424068313#2 -1424068313#1 176728952#0 176728952#1 176728952#2 176728952#3 183272613#0 183272613#1 899373686#6 619147734 198566324#0 919984684 619147730#3 1499619449#0 1499619449#1 1499619449#2 1499619448 1499619447#0 1499619447#1 383097727#0 383097727#1 -383097714 383097722#0 781985788#0 781985786#1 781985786#2 781985786#3 781985786#4 781985786#5 781985786#6 781985786#7 781985786#8 781985784 781985783 781985779#0 781985779#1 781985792#0 781985792#1 781985792#2 781985792#3 273638834#1 273638834#2 273638834#3 273638834#4 273638834#5 273638834#6 273638834#8 223418965#3 223418965#4 223418965#6 223418965#7 223418965#8 223418965#9 223418965#10 223418965#11 223418965#12 223418965#13 223418965#14 273647556#1 -273647557,66,1632.12,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00290,-239357573#20,-1004836024,-239357573#20 -239357573#19 381458581#1 381458607 -381458587#0 381458592#2 381458600#0 381458600#1 -218681380#1 -218681380#0 -520307305#4 -520307305#3 -520307305#2 -520307305#1 -520307305#0 -37928420#2 -37928420#1 -37928420#0 218662402#0 218662402#1 520307306 913009311 1126339777#0 1126339777#1 -420331831 117914348#0 117914348#1 117914351#0 117914351#2 -420331825#0 913006754#9 1455512067 428260110 381453328#0 -381453321#4 -381453321#2 -381453321#1 381453320#1 -420348556#2 -420348556#1 -420348556#0 381453325#1 -198564928#25 -198564928#24 -198564928#21 -198564928#20 -198564928#19 -198564928#18 -198564928#17 -198564928#16 -198564928#15 -198564928#14 -198564928#13 -198564928#12 -117914848#7 -381456441 -170403787#0 -170403779 219696192#9 824132484#1 824132486 420383141#0 420383141#1 -506162633 1212424791#0 1212424791#1 1212424791#2 1212424791#3 1212424791#4 1212424791#5 1212424791#6 1212424791#7 1212424791#8 908694579 656122981#0 656122981#1 656122981#2 -1004836024,78,1638.47,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00291,-376666930#2,1495080554#3,-376666930#2 -376666930#1 -376666932#3 -376666932#2 -376666932#1 -376666932#0 468168887#2 468168887#3 468168887#4 -526967879#3 -526967879#2 -526967879#1 -526967879#0 -37403484#5 464656382#0 464656382#1 464656382#2 464656383#0 464656383#2 464656383#3 -326189552#3 404539446#0 404539446#1 404539446#2 404539446#3 1495080554#2 1495080554#3,27,1644.82,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00292,381452132,420187963#0,381452132 -913009312#4 -913009312#3 -913009312#2 -913009312#1 -913009311 -520307306 -218662402#1 -218662402#0 37928420#0 37928420#1 37928420#2 520307305#0 520307305#1 520307305#2 520307305#3 520307305#4 520307305#5 218681380#1 -381458600#1 -381458600#0 -381458592#2 -381458592#1 -381458592#0 420187963#0,25,1651.18,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00293,228795463#4,381447829#0,228795463#4 198564928#10 198564928#11 198564928#12 198564928#13 198564928#14 198564928#15 198564928#16 198564928#17 198564928#18 198564928#19 198564928#20 198564928#21 198564928#24 198564928#25 198564928#26 198564928#27 198564928#28 -1455518728 -428260116#1 -428260116#0 -1455512067 -913006754#9 420331825#0 420331825#1 420331825#2 420331825#3 420331825#4 381447829#0,29,1657.53,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00294,-243542155#0,-381453329,-243542155#0 -243542154#3 -243542154#2 464461055 -243542154#0 921117704#1 1467498054 781985786#1 781985786#2 781985786#3 781985786#4 781985786#5 781985786#6 781985786#7 781985786#8 781985784 781985783 781985779#0 781985779#1 781985792#0 781985792#1 781985792#2 781985792#3 219696192#0 219696192#1 219696192#3 219696192#4 -228795471 -470453019#7 -470453019#6 -470453019#5 -470453019#4 -470453019#0 -420383160#0 198564928#12 198564928#13 198564928#14 198564928#15 198564928#16 198564928#17 198564928#18 198564928#19 198564928#20 198564928#21 198564928#24 198564928#25 -381453325#1 -420348560 -381453326#2 -381453326#1 -381453329,51,1663.88,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00295,1207199730#2,-348626442,1207199730#2 1207199730#3 170403826#0 170403826#1 170403826#2 170403826#3 37400684#1 37400684#2 37400684#3 732213462 620634300 1212424784 218769254#0 218769254#1 218769254#2 218769254#3 218769254#4 1456115797#0 184083252 218923184 1456115805 1381133418 117784417#2 117784417#3 -420348553 -117784415 117784421#2 117784421#3 117784421#4 198564928#28 -1455518728 -348626442,32,1670.24,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00296,-404539453#2,413953596#2,-404539453#2 -404539453#1 464656381#1 464656381#3 464656381#4 464656381#5 464656381#7 -464770435#2 -464770436 464770438#1 464770438#2 464770438#3 -464770442#0 351672094#2 351672094#3 464770443 464770445#1 1506939325#6 1506939325#7 1379887973#1 1339697074#1 244399270 37399713#1 37399713#2 37399713#3 244399271#1 773060731 -775222468#16 -775222468#15 -775222468#14 -775222468#13 -775222468#12 -775222468#11 -775222468#9 -775222468#8 -775222468#7 -775222468#6 -772873181#0 -273028084#9 -273028084#7 -273028084#6 -273028084#5 -273028084#4 -273028084#2 -273028084#1 -273028084#0 -913570918 273024752 781985786#6 781985786#7 781985786#8 1109231376 783692390#0 783692390#1 413953596#2,55,1676.59,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00297,-381730906,-920025286,-381730906 779239890 381730914#2 -381730893#1 -381730893#0 -381730908#5 -381730908#3 -381730908#2 -420108609#4 -420108609#3 -420108609#2 -420108609#1 -381730930#3 -381730930#1 -381730930#0 -83339285#5 -83339285#4 -83339285#3 -83339285#2 -83339285#1 -83339285#0 -381737978#2 381746718 420097207 420097198#1 -381746452#3 -381746452#2 340373565#6 340373565#7 340373565#8 340373565#9 -420103660#1 -420103660#0 -920025286,34,1682.94,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00298,223418965#9,-420187960#0,223418965#9 272232099#1 272263605#0 272263605#1 272263605#2 -273639055#6 -273639055#5 -273639055#4 -273639055#3 -273639055#2 -273639055#0 785130598#7 785130598#8 1455497343#0 785130601#1 785130602#1 272228339#0 272228339#1 272228339#2 272228339#3 272229587#5 268782329#0 268782329#1 268782233#2 268782233#3 268782233#4 268782233#5 -913006754#4 -381447823#1 -381447823#0 -913006754#1 -913006754#0 -913006753 -37403487#0 37928420#0 37928420#1 37928420#2 520307305#0 520307305#1 520307305#2 520307305#3 520307305#4 520307305#5 218681380#1 218681380#2 218681380#3 218681380#4 218681380#5 381458583#0 381458583#1 381458583#2 381458583#5 381458583#6 -420309398#1 239357571#0 381570313 -420187960#0,57,1689.30,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00299,1458158609,-381452134,1458158609 1458158608 1458158607 517641007 1458158597 219745508 1458158602 37400684#0 37400684#1 37400684#2 37400684#3 732213462 620634300 1212424784 218769254#0 218769254#1 218769254#2 218769254#3 218769254#4 1456115797#0 184083252 218923184 1456115805 1381133418 -1455524947#2 -1455524947#1 -1455524947#0 -117784416 913841953#0 913841953#2 -591142208#0 327035699#0 327035699#1 327035702#1 327035702#2 327035702#3 327035702#4 327035702#5 327035700#1 1455518729#2 1455518729#4 1455518729#5 1455518729#6 1455518729#7 183272587 -218773868#0 -913009312#10 -913009312#9 381452122#3 -381452175#3 -420319847 -381452149#0 381452160#1 381452160#2 -381452180#1 -381452134,56,1694.22,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00300,420331831,420078499#1,420331831 -1126339777#1 -1126339777#0 913009312#1 913009312#2 913009312#3 913009312#4 913009312#5 913009312#6 913009312#7 913009312#8 913009312#9 913009312#10 -180368918#8 -180368918#7 -180368918#6 -180368918#5 -180368918#3 -180368918#0 -800229255 -578313748#2 -578313748#0 174870621#0 174870621#2 174870621#4 174870621#5 174870621#6 174870621#7 174870621#8 174870621#9 174870621#10 218684411#0 218684411#1 218684411#2 218684411#3 218684411#4 218684411#5 218684411#6 218684411#7 -381807695#0 420080607#1 229028006#2 229028006#4 229028006#5 229028006#6 229028006#8 229028006#9 229028006#10 229028006#11 229028006#12 381809117#0 381809117#1 381809117#2 381809117#3 381809117#4 381809117#5 381809117#6 381809117#7 420078497#3 420078497#4 420078497#5 420078499#1,62,1700.57,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00301,416175113,788674849,416175113 229028022#3 229028022#4 229028022#5 229028022#6 180192153#6 180192153#7 180192153#8 180192153#9 180192153#10 180192153#11 180192153#12 180192150 517323577#0 517323577#1 1455543605 1455543604 1455543603 1455543602 1455543601 1455543599 1455543598 1455543596 1455543595 229027560#0 229027560#1 229027560#2 788674849,28,1706.92,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00302,-821107999#1,-464154090,-821107999#1 899373686#4 899373686#5 -183272613#1 -183272613#0 -176728952#3 -176728952#2 -176728952#1 -821108007 176728955#8 -480233462#1 -480233462#0 480233463#0 480233463#1 480233463#2 480233463#3 516948898#8 516948898#9 516948898#10 516948898#11 1214479816#0 1214479816#1 1214479816#2 1214479816#3 1214479816#4 1214479811 1392913187#0 1392913187#1 1392913188 1392913189 1392913190 1392913191 238545096#0 238545096#1 238545096#2 37401486#22 -1244243646#0 447956867#1 447956867#2 464154085#0 464154085#1 464154087#0 464154089#0 -464154090,44,1713.28,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00303,379584855#2,-1054180193#0,379584855#2 -416206250#2 -416206250#1 -416206250#0 -379584836 -1455241698#1 -263590234 1455241701#0 183521053#0 183521053#1 1455185840#2 1455185840#4 1455210367#1 1455210363#0 1455210370 1455210361#0 1455210361#1 1455210361#2 1455210361#3 1455210357 1455210358 1455210359 899856672#0 899856672#1 -229028000#11 -381809121#1 -381809121#0 -229028024#3 -229028024#1 -229028024#0 899856672#3 899856672#4 218781562#1 899499299 899499300 899499301#0 899499301#3 908057245 899499302 -519060520#0 -899499304#1 -899499304#0 -519060521 -922996665#4 -922996665#2 -922996665#1 -922996665#0 -922996664 -922996666 -1102479447#1 -1102479447#0 -519068801#5 -519068801#4 -519068801#3 -519068801#2 -519068801#1 -519068801#0 -37400351#3 -37400351#2 381793820#0 381793828#0 779239885 -37400351#0 -911525664#1 -379966003#2 -379966003#1 -379966003#0 519060519#0 519060519#1 519060519#2 519060519#3 913954388#1 -1054180193#0,73,1719.63,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00304,381570309#3,377333844,381570309#3 420310508#4 381570303#3 381570303#4 420309398#0 420309398#1 -381458583#6 -381458583#5 381458593 -218910324#3 -519097167#1 -519097167#0 -381741961#1 -381741961#0 -413106892 381746310 -381741957#1 -381741957#0 519097163#0 519097163#1 519097163#2 -1392679411 219076111#0 219076111#1 219076111#2 219076111#3 582839862#0 582839862#1 377333811#0 377333844,30,1725.98,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00305,620604513#0,117784411#1,620604513#0 395466460#0 395466460#1 395466460#2 620604512#0 620604512#1 620604512#2 620604512#3 1378880611 464233647#1 -464233648#1 -464233648#0 773066532#1 516388936#3 516388936#4 480233462#0 480233462#1 480233462#3 1424068313#1 1424068313#2 1424068313#3 1424068313#4 1424068313#5 619147731 539136610#0 908622900#0 908622900#1 -198564935#3 -198564935#2 -198564935#0 198564933 198564930 218923160#0 218923160#1 218923160#2 218923160#3 218923160#4 219096264 198564925#0 198564925#1 198564925#2 198564925#3 198564925#4 198564925#5 782892488#2 782892488#3 782892488#4 782892488#5 184083183#0 184083183#1 184083183#2 184083183#3 184083183#4 184083183#5 184083183#6 218923184 1456115805 1381133418 117784417#2 117784417#3 -420348553 117784418#2 117784411#1,63,1732.34,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00306,-37400066#0,1455524947#1,-37400066#0 -83339285#5 -83339285#4 -83339285#3 -83339285#2 -83339285#1 -83339285#0 -381737978#2 381746718 -381746720 -381746719 -340373565#3 -340373565#2 -340373565#1 420097204#1 381746717 -218960895#1 -218960895#0 -183272309#13 -183272309#12 -183272309#10 -183272309#9 -183272309#8 -183272309#7 -183272309#6 -183272309#4 -420319848#7 -420319848#5 -420319848#4 -420319848#3 -420319848#2 381452175#0 381452175#1 381452175#2 381452175#3 -381452122#3 913009312#9 913009312#10 -218923171#5 183272621 -1455518729#7 -1455518729#6 -1455518729#5 -1455518729#4 -1455518729#2 -327035700#1 -327035700#0 591142225#0 591142225#1 1455518727#1 1455518727#2 117784416 1455524947#0 1455524947#1,54,1738.69,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00307,379598611#1,-318883568,379598611#1 703307925 -310911143#1 -310911143#0 -310909619#2 -310909619#1 -379598675 416209832 -379598702#0 -703247074#1 -703247074#0 -379584848#4 -379584827#1 379584843 -379584835#4 -379584861#0 -416206250#0 -379584836 -1455241698#1 -263590234 1455241701#0 1455241701#1 1455240793#0 1455240793#1 1455240793#2 1455240793#3 1455240793#4 183521201#1 379589803#0 379589803#1 379589801#0 379589801#1 379589801#2 379589801#3 -318883568,35,1745.04,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00308,381807723#0,-229028339#1,381807723#0 381807723#2 788411960#0 788411960#1 788411960#2 788411960#3 788411961#0 -420078498#4 -420078498#3 -420078498#2 -420078498#1 229028334#5 229028334#6 420078497#3 420078497#4 420078497#5 -229028339#1,17,1751.40,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00309,420097199#0,908694578#3,420097199#0 -381746721 -420097197#0 -381746452#3 -381746452#2 -381746452#1 -381746452#0 -218960891#3 -381452099 -381452140#0 381452120#3 381452120#5 381452120#6 -183272309#6 -183272309#4 -420319848#7 -420319848#5 -420319848#4 -420319848#3 -420319848#2 -420319848#1 -420319848#0 381452132 -420331825#4 -420331825#3 -420331825#2 -420331825#1 -420331825#0 913006754#9 1455512067 428260110 381453328#0 -381453321#4 -381453321#2 -381453321#1 381453320#1 -420348556#2 -420348556#1 -420348556#0 381453325#1 -198564928#25 -198564928#24 -198564928#21 -198564928#20 -198564928#19 -198564928#18 -198564928#17 -198564928#16 -198564928#15 -198564928#14 -198564928#13 -198564928#12 -198564928#11 -198564928#10 -198564928#8 -198564928#7 -198564928#6 -198564928#5 1205679418#11 1205679418#12 1205679418#14 329995230#0 228795478#0 228795478#1 228795478#2 913565824#9 913565824#10 913565824#11 908694578#0 908694578#1 908694578#2 908694578#3,72,1757.75,expanded_map_background_distributed_boundary
