input_method,input_seed,input_round,input_parameter_id,input_t_lead,input_delta_T_thr,input_G_ext,input_Q_ratio,input_tau,output_delay_A_sec,output_delay_N_sec,weight_A,weight_N,weight_ratio,score,measured_T_free_EMV_sec,measured_T_actual_EMV_sec,measured_d_EMV_sec,measured_d_veh_sec,measured_general_mean_travel_time_sec,stage2_on_count,stage3_on_count
Random Search,20260607,50,rs_r50_005_tl54_dt42_ge4_qr100_tau78,54,42,4,1.0,0.78,170.92,89.93,10.00,1.00,10:1,163.56,,,170.92,89.93,,0,53
Random Search,20260607,50,rs_r50_006_tl20_dt194_ge10_qr17_tau87,20,194,10,0.17,0.87,397.92,90.01,10.00,1.00,10:1,369.93,,,397.92,90.01,,1,81
CMA-ES,20260607,1,cma_r01_001_tl34_dt25_ge1_qr76_tau84,34,25,1,0.76,0.84,158.92,73.97,10.00,1.00,10:1,151.20,,,158.92,73.97,,0,46
CMA-ES,20260607,1,cma_r01_002_tl62_dt161_ge20_qr0_tau90,62,161,20,0.0,0.9,495.92,92.10,10.00,1.00,10:1,459.21,,,495.92,92.10,,1,69
CMA-ES,20260607,1,cma_r01_003_tl37_dt202_ge8_qr64_tau71,37,202,8,0.64,0.71,281.92,90.01,10.00,1.00,10:1,264.47,,,281.92,90.01,,0,70
CMA-ES,20260607,1,cma_r01_004_tl46_dt177_ge39_qr53_tau72,46,177,39,0.53,0.72,274.92,81.03,10.00,1.00,10:1,257.29,,,274.92,81.03,,0,32
CMA-ES,20260607,1,cma_r01_005_tl27_dt216_ge25_qr60_tau87,27,216,25,0.6,0.87,181.92,77.39,10.00,1.00,10:1,172.42,,,181.92,77.39,,0,37
CMA-ES,20260607,1,cma_r01_006_tl96_dt196_ge43_qr0_tau75,96,196,43,0.0,0.75,217.92,82.47,10.00,1.00,10:1,205.61,,,217.92,82.47,,1,29
CMA-ES,20260607,2,cma_r02_001_tl52_dt120_ge13_qr79_tau82,52,120,13,0.79,0.82,309.92,89.75,10.00,1.00,10:1,289.90,,,309.92,89.75,,0,62
CMA-ES,20260607,2,cma_r02_002_tl10_dt50_ge12_qr90_tau84,10,50,12,0.9,0.84,182.92,80.87,10.00,1.00,10:1,173.64,,,182.92,80.87,,0,44
CMA-ES,20260607,2,cma_r02_003_tl40_dt105_ge31_qr13_tau78,40,105,31,0.13,0.78,194.92,91.82,10.00,1.00,10:1,185.55,,,194.92,91.82,,1,32
CMA-ES,20260607,2,cma_r02_004_tl24_dt167_ge17_qr99_tau82,24,167,17,0.99,0.82,297.92,90.00,10.00,1.00,10:1,279.02,,,297.92,90.00,,0,54
CMA-ES,20260607,2,cma_r02_005_tl60_dt6_ge11_qr71_tau81,60,6,11,0.71,0.81,181.92,95.17,10.00,1.00,10:1,174.03,,,181.92,95.17,,0,20
CMA-ES,20260607,2,cma_r02_006_tl52_dt1_ge20_qr49_tau72,52,1,20,0.49,0.72,264.92,89.58,10.00,1.00,10:1,248.98,,,264.92,89.58,,0,18
CMA-ES,20260607,3,cma_r03_001_tl31_dt95_ge24_qr58_tau86,31,95,24,0.58,0.86,307.92,81.40,10.00,1.00,10:1,287.33,,,307.92,81.40,,0,44
CMA-ES,20260607,3,cma_r03_002_tl53_dt99_ge28_qr75_tau87,53,99,28,0.75,0.87,215.92,75.22,10.00,1.00,10:1,203.13,,,215.92,75.22,,0,36
CMA-ES,20260607,3,cma_r03_003_tl58_dt5_ge9_qr81_tau81,58,5,9,0.81,0.81,264.92,81.74,10.00,1.00,10:1,248.27,,,264.92,81.74,,0,21
CMA-ES,20260607,3,cma_r03_004_tl2_dt119_ge9_qr88_tau86,2,119,9,0.88,0.86,232.92,77.37,10.00,1.00,10:1,218.78,,,232.92,77.37,,0,57
CMA-ES,20260607,3,cma_r03_005_tl76_dt23_ge28_qr99_tau82,76,23,28,0.99,0.82,177.92,75.87,10.00,1.00,10:1,168.64,,,177.92,75.87,,0,24
CMA-ES,20260607,3,cma_r03_006_tl64_dt60_ge28_qr19_tau80,64,60,28,0.19,0.8,157.92,84.31,10.00,1.00,10:1,151.23,,,157.92,84.31,,1,29
CMA-ES,20260607,4,cma_r04_001_tl45_dt81_ge19_qr79_tau78,45,81,19,0.79,0.78,380.92,93.97,10.00,1.00,10:1,354.83,,,380.92,93.97,,0,58
CMA-ES,20260607,4,cma_r04_002_tl61_dt142_ge49_qr59_tau76,61,142,49,0.59,0.76,302.92,79.03,10.00,1.00,10:1,282.57,,,302.92,79.03,,0,31
CMA-ES,20260607,4,cma_r04_003_tl30_dt9_ge30_qr21_tau82,30,9,30,0.21,0.82,145.92,82.38,10.00,1.00,10:1,140.14,,,145.92,82.38,,1,17
CMA-ES,20260607,4,cma_r04_004_tl53_dt95_ge29_qr47_tau86,53,95,29,0.47,0.86,266.92,80.06,10.00,1.00,10:1,249.93,,,266.92,80.06,,0,38
CMA-ES,20260607,4,cma_r04_005_tl35_dt74_ge29_qr84_tau90,35,74,29,0.84,0.9,283.92,85.81,10.00,1.00,10:1,265.91,,,283.92,85.81,,0,39
CMA-ES,20260607,4,cma_r04_006_tl65_dt70_ge27_qr69_tau82,65,70,27,0.69,0.82,344.92,84.99,10.00,1.00,10:1,321.29,,,344.92,84.99,,0,45
CMA-ES,20260607,5,cma_r05_001_tl115_dt27_ge37_qr12_tau85,115,27,37,0.12,0.85,113.92,80.47,10.00,1.00,10:1,110.88,,,113.92,80.47,,1,19
CMA-ES,20260607,5,cma_r05_002_tl20_dt0_ge30_qr24_tau78,20,0,30,0.24,0.78,268.92,85.66,10.00,1.00,10:1,252.26,,,268.92,85.66,,1,40
CMA-ES,20260607,5,cma_r05_003_tl31_dt77_ge29_qr0_tau80,31,77,29,0.0,0.8,188.92,83.82,10.00,1.00,10:1,179.37,,,188.92,83.82,,1,36
CMA-ES,20260607,5,cma_r05_004_tl48_dt120_ge42_qr55_tau81,48,120,42,0.55,0.81,281.92,79.19,10.00,1.00,10:1,263.49,,,281.92,79.19,,0,31
CMA-ES,20260607,5,cma_r05_005_tl24_dt1_ge17_qr76_tau88,24,1,17,0.76,0.88,264.92,89.58,10.00,1.00,10:1,248.98,,,264.92,89.58,,0,18
CMA-ES,20260607,5,cma_r05_006_tl13_dt21_ge50_qr14_tau76,13,21,50,0.14,0.76,138.92,84.58,10.00,1.00,10:1,133.98,,,138.92,84.58,,1,17
CMA-ES,20260607,6,cma_r06_001_tl61_dt24_ge28_qr36_tau88,61,24,28,0.36,0.88,177.92,82.54,10.00,1.00,10:1,169.25,,,177.92,82.54,,0,26
CMA-ES,20260607,6,cma_r06_002_tl58_dt63_ge49_qr39_tau86,58,63,49,0.39,0.86,210.92,76.36,10.00,1.00,10:1,198.69,,,210.92,76.36,,0,28
CMA-ES,20260607,6,cma_r06_003_tl88_dt0_ge37_qr4_tau80,88,0,37,0.04,0.8,304.92,96.08,10.00,1.00,10:1,285.93,,,304.92,96.08,,1,36
CMA-ES,20260607,6,cma_r06_004_tl78_dt9_ge36_qr14_tau82,78,9,36,0.14,0.82,145.92,82.38,10.00,1.00,10:1,140.14,,,145.92,82.38,,1,17
CMA-ES,20260607,6,cma_r06_005_tl38_dt2_ge48_qr8_tau86,38,2,48,0.08,0.86,262.92,86.61,10.00,1.00,10:1,246.89,,,262.92,86.61,,1,17
CMA-ES,20260607,6,cma_r06_006_tl66_dt19_ge29_qr36_tau83,66,19,29,0.36,0.83,143.92,76.96,10.00,1.00,10:1,137.83,,,143.92,76.96,,0,20
CMA-ES,20260607,7,cma_r07_001_tl117_dt25_ge19_qr17_tau75,117,25,19,0.17,0.75,93.92,79.96,10.00,1.00,10:1,92.65,,,93.92,79.96,,1,29
CMA-ES,20260607,7,cma_r07_002_tl94_dt5_ge32_qr14_tau88,94,5,32,0.14,0.88,161.92,93.25,10.00,1.00,10:1,155.68,,,161.92,93.25,,1,18
CMA-ES,20260607,7,cma_r07_003_tl55_dt40_ge24_qr28_tau86,55,40,24,0.28,0.86,169.92,87.97,10.00,1.00,10:1,162.47,,,169.92,87.97,,1,29
CMA-ES,20260607,7,cma_r07_004_tl61_dt87_ge16_qr70_tau85,61,87,16,0.7,0.85,248.92,99.46,10.00,1.00,10:1,235.33,,,248.92,99.46,,0,52
CMA-ES,20260607,7,cma_r07_005_tl51_dt19_ge20_qr29_tau83,51,19,20,0.29,0.83,145.92,90.16,10.00,1.00,10:1,140.85,,,145.92,90.16,,1,20
CMA-ES,20260607,7,cma_r07_006_tl36_dt1_ge49_qr22_tau81,36,1,49,0.22,0.81,262.92,100.32,10.00,1.00,10:1,248.14,,,262.92,100.32,,1,17
CMA-ES,20260607,8,cma_r08_001_tl118_dt53_ge17_qr1_tau75,118,53,17,0.01,0.75,230.92,87.42,10.00,1.00,10:1,217.87,,,230.92,87.42,,1,46
CMA-ES,20260607,8,cma_r08_002_tl100_dt4_ge28_qr4_tau79,100,4,28,0.04,0.79,173.92,99.41,10.00,1.00,10:1,167.15,,,173.92,99.41,,1,18
CMA-ES,20260607,8,cma_r08_003_tl75_dt0_ge24_qr11_tau81,75,0,24,0.11,0.81,278.92,91.27,10.00,1.00,10:1,261.86,,,278.92,91.27,,1,44
CMA-ES,20260607,8,cma_r08_004_tl121_dt13_ge38_qr25_tau75,121,13,38,0.25,0.75,158.92,85.95,10.00,1.00,10:1,152.29,,,158.92,85.95,,1,17
CMA-ES,20260607,8,cma_r08_005_tl105_dt71_ge32_qr26_tau74,105,71,32,0.26,0.74,277.92,83.99,10.00,1.00,10:1,260.29,,,277.92,83.99,,1,40
CMA-ES,20260607,8,cma_r08_006_tl100_dt38_ge6_qr8_tau76,100,38,6,0.08,0.76,141.92,85.48,10.00,1.00,10:1,136.79,,,141.92,85.48,,1,42
CMA-ES,20260607,9,cma_r09_001_tl121_dt43_ge26_qr7_tau73,121,43,26,0.07,0.73,109.92,82.30,10.00,1.00,10:1,107.41,,,109.92,82.30,,1,30
CMA-ES,20260607,9,cma_r09_002_tl88_dt22_ge16_qr17_tau76,88,22,16,0.17,0.76,144.92,83.85,10.00,1.00,10:1,139.37,,,144.92,83.85,,1,26
CMA-ES,20260607,9,cma_r09_003_tl100_dt89_ge9_qr7_tau74,100,89,9,0.07,0.74,279.92,97.48,10.00,1.00,10:1,263.33,,,279.92,97.48,,1,67
CMA-ES,20260607,9,cma_r09_004_tl118_dt31_ge28_qr18_tau74,118,31,28,0.18,0.74,144.92,88.45,10.00,1.00,10:1,139.79,,,144.92,88.45,,1,24
CMA-ES,20260607,9,cma_r09_005_tl104_dt18_ge38_qr15_tau78,104,18,38,0.15,0.78,164.92,92.87,10.00,1.00,10:1,158.37,,,164.92,92.87,,1,20
CMA-ES,20260607,9,cma_r09_006_tl100_dt4_ge14_qr1_tau74,100,4,14,0.01,0.74,173.92,99.41,10.00,1.00,10:1,167.15,,,173.92,99.41,,1,20
CMA-ES,20260607,10,cma_r10_001_tl122_dt15_ge50_qr1_tau73,122,15,50,0.01,0.73,137.92,83.00,10.00,1.00,10:1,132.93,,,137.92,83.00,,1,18
CMA-ES,20260607,10,cma_r10_002_tl101_dt35_ge39_qr0_tau80,101,35,39,0.0,0.8,115.92,93.78,10.00,1.00,10:1,113.91,,,115.92,93.78,,1,21
CMA-ES,20260607,10,cma_r10_003_tl101_dt107_ge34_qr14_tau75,101,107,34,0.14,0.75,301.92,92.18,10.00,1.00,10:1,282.85,,,301.92,92.18,,1,38
CMA-ES,20260607,10,cma_r10_004_tl118_dt45_ge30_qr0_tau74,118,45,30,0.0,0.74,0.00,100.37,10.00,1.00,10:1,9.12,,,0.00,100.37,,0,0
CMA-ES,20260607,10,cma_r10_005_tl90_dt54_ge28_qr26_tau77,90,54,28,0.26,0.77,222.92,89.43,10.00,1.00,10:1,210.78,,,222.92,89.43,,1,37
CMA-ES,20260607,10,cma_r10_006_tl109_dt87_ge14_qr29_tau81,109,87,14,0.29,0.81,291.92,89.18,10.00,1.00,10:1,273.49,,,291.92,89.18,,1,58
CMA-ES,20260607,11,cma_r11_001_tl118_dt0_ge35_qr4_tau84,118,0,35,0.04,0.84,190.92,91.92,10.00,1.00,10:1,181.92,,,190.92,91.92,,1,31
CMA-ES,20260607,11,cma_r11_002_tl117_dt3_ge47_qr3_tau79,117,3,47,0.03,0.79,181.92,85.83,10.00,1.00,10:1,173.18,,,181.92,85.83,,1,17
CMA-ES,20260607,11,cma_r11_003_tl122_dt81_ge33_qr9_tau79,122,81,33,0.09,0.79,356.92,83.46,10.00,1.00,10:1,332.06,,,356.92,83.46,,1,41
CMA-ES,20260607,11,cma_r11_004_tl73_dt55_ge19_qr10_tau76,73,55,19,0.1,0.76,0.00,62.66,10.00,1.00,10:1,5.70,,,0.00,62.66,,0,0
CMA-ES,20260607,11,cma_r11_005_tl85_dt38_ge46_qr8_tau82,85,38,46,0.08,0.82,115.92,97.14,10.00,1.00,10:1,114.21,,,115.92,97.14,,1,20
CMA-ES,20260607,11,cma_r11_006_tl97_dt86_ge50_qr16_tau79,97,86,50,0.16,0.79,209.92,82.00,10.00,1.00,10:1,198.29,,,209.92,82.00,,1,28
CMA-ES,20260607,12,cma_r12_001_tl121_dt62_ge28_qr6_tau79,121,62,28,0.06,0.79,234.92,85.79,10.00,1.00,10:1,221.36,,,234.92,85.79,,1,36
CMA-ES,20260607,12,cma_r12_002_tl105_dt0_ge46_qr17_tau78,105,0,46,0.17,0.78,326.92,88.22,10.00,1.00,10:1,305.22,,,326.92,88.22,,1,34
CMA-ES,20260607,12,cma_r12_003_tl97_dt39_ge39_qr18_tau78,97,39,39,0.18,0.78,114.92,94.37,10.00,1.00,10:1,113.05,,,114.92,94.37,,1,22
CMA-ES,20260607,12,cma_r12_004_tl120_dt54_ge34_qr2_tau78,120,54,34,0.02,0.78,165.92,89.39,10.00,1.00,10:1,158.96,,,165.92,89.39,,1,28
CMA-ES,20260607,12,cma_r12_005_tl70_dt2_ge39_qr23_tau86,70,2,39,0.23,0.86,262.92,86.61,10.00,1.00,10:1,246.89,,,262.92,86.61,,1,17
CMA-ES,20260607,12,cma_r12_006_tl88_dt3_ge49_qr17_tau80,88,3,49,0.17,0.8,181.92,85.83,10.00,1.00,10:1,173.18,,,181.92,85.83,,1,17
CMA-ES,20260607,13,cma_r13_001_tl102_dt30_ge43_qr20_tau79,102,30,43,0.2,0.79,94.92,87.54,10.00,1.00,10:1,94.25,,,94.92,87.54,,1,17
CMA-ES,20260607,13,cma_r13_002_tl122_dt39_ge50_qr5_tau77,122,39,50,0.05,0.77,114.92,97.41,10.00,1.00,10:1,113.33,,,114.92,97.41,,1,18
CMA-ES,20260607,13,cma_r13_003_tl90_dt52_ge42_qr12_tau75,90,52,42,0.12,0.75,230.92,89.10,10.00,1.00,10:1,218.03,,,230.92,89.10,,1,29
CMA-ES,20260607,13,cma_r13_004_tl99_dt4_ge48_qr29_tau78,99,4,48,0.29,0.78,173.92,99.41,10.00,1.00,10:1,167.15,,,173.92,99.41,,1,18
CMA-ES,20260607,13,cma_r13_005_tl102_dt7_ge39_qr0_tau80,102,7,39,0.0,0.8,163.92,84.28,10.00,1.00,10:1,156.68,,,163.92,84.28,,1,18
CMA-ES,20260607,13,cma_r13_006_tl58_dt35_ge30_qr41_tau84,58,35,30,0.41,0.84,138.92,84.00,10.00,1.00,10:1,133.93,,,138.92,84.00,,0,25
CMA-ES,20260607,14,cma_r14_001_tl80_dt51_ge48_qr5_tau82,80,51,48,0.05,0.82,205.92,94.86,10.00,1.00,10:1,195.82,,,205.92,94.86,,1,27
CMA-ES,20260607,14,cma_r14_002_tl67_dt30_ge50_qr33_tau82,67,30,50,0.33,0.82,144.92,82.35,10.00,1.00,10:1,139.23,,,144.92,82.35,,0,18
CMA-ES,20260607,14,cma_r14_003_tl99_dt27_ge50_qr24_tau80,99,27,50,0.24,0.8,95.92,82.03,10.00,1.00,10:1,94.66,,,95.92,82.03,,1,17
CMA-ES,20260607,14,cma_r14_004_tl71_dt31_ge30_qr27_tau78,71,31,30,0.27,0.78,94.92,88.26,10.00,1.00,10:1,94.31,,,94.92,88.26,,1,21
CMA-ES,20260607,14,cma_r14_005_tl114_dt60_ge49_qr6_tau77,114,60,49,0.06,0.77,163.92,83.33,10.00,1.00,10:1,156.59,,,163.92,83.33,,1,25
CMA-ES,20260607,14,cma_r14_006_tl119_dt44_ge33_qr15_tau77,119,44,33,0.15,0.77,0.00,98.89,10.00,1.00,10:1,8.99,,,0.00,98.89,,0,0
CMA-ES,20260607,15,cma_r15_001_tl99_dt6_ge41_qr28_tau80,99,6,41,0.28,0.8,161.92,92.62,10.00,1.00,10:1,155.62,,,161.92,92.62,,1,18
CMA-ES,20260607,15,cma_r15_002_tl86_dt16_ge29_qr42_tau78,86,16,29,0.42,0.78,144.92,79.95,10.00,1.00,10:1,139.01,,,144.92,79.95,,0,19
CMA-ES,20260607,15,cma_r15_003_tl58_dt9_ge49_qr43_tau82,58,9,49,0.43,0.82,165.92,79.51,10.00,1.00,10:1,158.06,,,165.92,79.51,,0,18
CMA-ES,20260607,15,cma_r15_004_tl56_dt32_ge38_qr30_tau80,56,32,38,0.3,0.8,114.92,99.13,10.00,1.00,10:1,113.48,,,114.92,99.13,,1,20
CMA-ES,20260607,15,cma_r15_005_tl62_dt2_ge49_qr47_tau82,62,2,49,0.47,0.82,262.92,87.71,10.00,1.00,10:1,246.99,,,262.92,87.71,,0,17
CMA-ES,20260607,15,cma_r15_006_tl66_dt31_ge42_qr23_tau80,66,31,42,0.23,0.8,114.92,92.33,10.00,1.00,10:1,112.87,,,114.92,92.33,,1,17
CMA-ES,20260607,16,cma_r16_001_tl50_dt16_ge32_qr18_tau78,50,16,32,0.18,0.78,138.92,83.54,10.00,1.00,10:1,133.89,,,138.92,83.54,,1,18
CMA-ES,20260607,16,cma_r16_002_tl66_dt30_ge44_qr26_tau81,66,30,44,0.26,0.81,94.92,87.54,10.00,1.00,10:1,94.25,,,94.92,87.54,,1,17
CMA-ES,20260607,16,cma_r16_003_tl58_dt49_ge39_qr39_tau83,58,49,39,0.39,0.83,159.92,84.58,10.00,1.00,10:1,153.07,,,159.92,84.58,,0,25
CMA-ES,20260607,16,cma_r16_004_tl73_dt52_ge36_qr16_tau78,73,52,36,0.16,0.78,254.92,86.84,10.00,1.00,10:1,239.64,,,254.92,86.84,,1,34
CMA-ES,20260607,16,cma_r16_005_tl44_dt37_ge36_qr39_tau83,44,37,36,0.39,0.83,0.00,67.75,10.00,1.00,10:1,6.16,,,0.00,67.75,,0,0
CMA-ES,20260607,16,cma_r16_006_tl19_dt52_ge41_qr41_tau82,19,52,41,0.41,0.82,172.92,84.12,10.00,1.00,10:1,164.85,,,172.92,84.12,,0,27
CMA-ES,20260607,17,cma_r17_001_tl44_dt8_ge39_qr21_tau82,44,8,39,0.21,0.82,162.92,81.93,10.00,1.00,10:1,155.56,,,162.92,81.93,,1,18
CMA-ES,20260607,17,cma_r17_002_tl63_dt22_ge36_qr33_tau82,63,22,36,0.33,0.82,141.92,76.53,10.00,1.00,10:1,135.98,,,141.92,76.53,,0,17
CMA-ES,20260607,17,cma_r17_003_tl50_dt57_ge44_qr7_tau81,50,57,44,0.07,0.81,91.92,81.18,10.00,1.00,10:1,90.94,,,91.92,81.18,,1,22
CMA-ES,20260607,17,cma_r17_004_tl47_dt38_ge39_qr36_tau81,47,38,39,0.36,0.81,189.92,83.62,10.00,1.00,10:1,180.26,,,189.92,83.62,,0,27
CMA-ES,20260607,17,cma_r17_005_tl45_dt40_ge39_qr33_tau83,45,40,39,0.33,0.83,0.00,89.18,10.00,1.00,10:1,8.11,,,0.00,89.18,,0,0
CMA-ES,20260607,17,cma_r17_006_tl59_dt1_ge39_qr21_tau84,59,1,39,0.21,0.84,262.92,100.32,10.00,1.00,10:1,248.14,,,262.92,100.32,,1,17
CMA-ES,20260607,18,cma_r18_001_tl52_dt44_ge45_qr20_tau81,52,44,45,0.2,0.81,114.92,91.51,10.00,1.00,10:1,112.79,,,114.92,91.51,,1,22
CMA-ES,20260607,18,cma_r18_002_tl64_dt38_ge36_qr9_tau79,64,38,36,0.09,0.79,0.00,62.66,10.00,1.00,10:1,5.70,,,0.00,62.66,,0,0
CMA-ES,20260607,18,cma_r18_003_tl38_dt19_ge32_qr31_tau81,38,19,32,0.31,0.81,144.92,79.19,10.00,1.00,10:1,138.94,,,144.92,79.19,,0,19
CMA-ES,20260607,18,cma_r18_004_tl69_dt31_ge42_qr18_tau81,69,31,42,0.18,0.81,114.92,92.33,10.00,1.00,10:1,112.87,,,114.92,92.33,,1,17
CMA-ES,20260607,18,cma_r18_005_tl24_dt45_ge47_qr8_tau85,24,45,47,0.08,0.85,115.92,90.81,10.00,1.00,10:1,113.64,,,115.92,90.81,,1,21
CMA-ES,20260607,18,cma_r18_006_tl55_dt35_ge38_qr29_tau82,55,35,38,0.29,0.82,114.92,93.26,10.00,1.00,10:1,112.95,,,114.92,93.26,,1,21
CMA-ES,20260607,19,cma_r19_001_tl47_dt60_ge43_qr23_tau83,47,60,43,0.23,0.83,0.00,84.80,10.00,1.00,10:1,7.71,,,0.00,84.80,,1,22
CMA-ES,20260607,19,cma_r19_002_tl66_dt39_ge39_qr20_tau81,66,39,39,0.2,0.81,114.92,94.37,10.00,1.00,10:1,113.05,219.08016,334.0,114.91984,94.367706,150.792614,1,22
CMA-ES,20260607,19,cma_r19_003_tl42_dt67_ge45_qr19_tau80,42,67,45,0.19,0.8,168.92,83.63,10.00,1.00,10:1,161.17,219.08016,388.0,168.91984,83.631427,138.310734,1,25
CMA-ES,20260607,19,cma_r19_004_tl68_dt58_ge46_qr16_tau81,68,58,46,0.16,0.81,170.92,83.73,10.00,1.00,10:1,162.99,219.08016,390.0,170.91984,83.732267,138.091922,1,26
CMA-ES,20260607,19,cma_r19_005_tl73_dt41_ge36_qr22_tau80,73,41,36,0.22,0.8,110.92,95.91,10.00,1.00,10:1,109.56,219.08016,330.0,110.91984,95.910563,139.218289,1,25
CMA-ES,20260607,19,cma_r19_006_tl34_dt29_ge43_qr28_tau80,34,29,43,0.28,0.8,144.92,89.18,10.00,1.00,10:1,139.85,219.08016,364.0,144.91984,89.178938,144.024691,1,19
CMA-ES,20260607,20,cma_r20_001_tl57_dt31_ge41_qr21_tau80,57,31,41,0.21,0.8,114.92,93.04,10.00,1.00,10:1,112.93,219.08016,334.0,114.91984,93.044617,148.381616,1,17
CMA-ES,20260607,20,cma_r20_002_tl58_dt47_ge37_qr21_tau82,58,47,37,0.21,0.82,141.92,89.37,10.00,1.00,10:1,137.14,219.08016,361.0,141.91984,89.372251,138.374214,1,25
CMA-ES,20260607,20,cma_r20_003_tl79_dt34_ge35_qr22_tau82,79,34,35,0.22,0.82,93.92,91.04,10.00,1.00,10:1,93.66,219.08016,313.0,93.91984,91.036564,146.43769,1,20
CMA-ES,20260607,20,cma_r20_004_tl69_dt26_ge40_qr28_tau82,69,26,40,0.28,0.82,92.92,82.29,10.00,1.00,10:1,91.95,219.08016,312.0,92.91984,82.28673,148.496988,1,17
CMA-ES,20260607,20,cma_r20_005_tl49_dt48_ge39_qr26_tau80,49,48,39,0.26,0.8,155.92,88.94,10.00,1.00,10:1,149.83,219.08016,375.0,155.91984,88.938987,137.622419,1,24
CMA-ES,20260607,20,cma_r20_006_tl35_dt47_ge38_qr14_tau81,35,47,38,0.14,0.81,144.92,90.05,10.00,1.00,10:1,139.93,219.08016,364.0,144.91984,90.045288,138.224242,1,24
CMA-ES,20260607,21,cma_r21_001_tl71_dt25_ge38_qr29_tau83,71,25,38,0.29,0.83,94.92,81.71,10.00,1.00,10:1,93.72,219.08016,314.0,94.91984,81.710543,147.763473,1,17
CMA-ES,20260607,21,cma_r21_002_tl52_dt17_ge37_qr35_tau83,52,17,37,0.35,0.83,158.92,85.06,10.00,1.00,10:1,152.20,219.08016,378.0,158.91984,85.05552,151.618799,0,19
CMA-ES,20260607,21,cma_r21_003_tl55_dt17_ge30_qr39_tau82,55,17,30,0.39,0.82,158.92,85.06,10.00,1.00,10:1,152.20,219.08016,378.0,158.91984,85.05552,151.618799,0,19
CMA-ES,20260607,21,cma_r21_004_tl72_dt42_ge42_qr32_tau82,72,42,42,0.32,0.82,138.92,86.20,10.00,1.00,10:1,134.13,219.08016,358.0,138.91984,86.201541,143.520661,0,23
CMA-ES,20260607,21,cma_r21_005_tl66_dt23_ge38_qr36_tau82,66,23,38,0.36,0.82,144.92,77.03,10.00,1.00,10:1,138.75,219.08016,364.0,144.91984,77.028286,135.844237,0,17
CMA-ES,20260607,21,cma_r21_006_tl81_dt25_ge35_qr31_tau80,81,25,35,0.31,0.8,138.92,77.81,10.00,1.00,10:1,133.36,219.08016,358.0,138.91984,77.80767,136.824281,0,19
CMA-ES,20260607,22,cma_r22_001_tl67_dt34_ge34_qr32_tau82,67,34,34,0.32,0.82,137.92,83.89,10.00,1.00,10:1,133.01,219.08016,357.0,137.91984,83.88555,133.832787,0,25
CMA-ES,20260607,22,cma_r22_002_tl85_dt28_ge35_qr33_tau82,85,28,35,0.33,0.82,186.92,81.42,10.00,1.00,10:1,177.33,219.08016,406.0,186.91984,81.423913,150.78329,0,25
CMA-ES,20260607,22,cma_r22_003_tl55_dt37_ge36_qr32_tau82,55,37,36,0.32,0.82,138.92,86.60,10.00,1.00,10:1,134.16,219.08016,358.0,138.91984,86.602368,143.928375,0,24
CMA-ES,20260607,22,cma_r22_004_tl69_dt26_ge37_qr26_tau83,69,26,37,0.26,0.83,92.92,82.29,10.00,1.00,10:1,91.95,219.08016,312.0,92.91984,82.28673,148.496988,1,17
CMA-ES,20260607,22,cma_r22_005_tl84_dt24_ge40_qr29_tau84,84,24,40,0.29,0.84,164.92,83.73,10.00,1.00,10:1,157.54,219.08016,384.0,164.91984,83.734983,144.447059,1,20
CMA-ES,20260607,22,cma_r22_006_tl82_dt23_ge35_qr35_tau83,82,23,35,0.35,0.83,144.92,77.03,10.00,1.00,10:1,138.75,219.08016,364.0,144.91984,77.028286,135.844237,0,18
CMA-ES,20260607,23,cma_r23_001_tl67_dt27_ge28_qr36_tau82,67,27,28,0.36,0.82,137.92,78.95,10.00,1.00,10:1,132.56,219.08016,357.0,137.91984,78.94679,134.198052,0,22
CMA-ES,20260607,23,cma_r23_002_tl69_dt23_ge38_qr34_tau81,69,23,38,0.34,0.81,144.92,77.03,10.00,1.00,10:1,138.75,219.08016,364.0,144.91984,77.028286,135.844237,0,17
CMA-ES,20260607,23,cma_r23_003_tl48_dt22_ge32_qr26_tau83,48,22,32,0.26,0.83,93.92,81.51,10.00,1.00,10:1,92.79,219.08016,313.0,93.91984,81.511526,145.532508,1,17
CMA-ES,20260607,23,cma_r23_004_tl57_dt16_ge27_qr34_tau84,57,16,27,0.34,0.84,144.92,85.70,10.00,1.00,10:1,139.54,219.08016,364.0,144.91984,85.697388,155.339332,0,21
CMA-ES,20260607,23,cma_r23_005_tl72_dt29_ge38_qr36_tau81,72,29,38,0.36,0.81,137.92,85.76,10.00,1.00,10:1,133.18,219.08016,357.0,137.91984,85.759144,154.356502,0,20
CMA-ES,20260607,23,cma_r23_006_tl66_dt28_ge35_qr33_tau83,66,28,35,0.33,0.83,186.92,81.42,10.00,1.00,10:1,177.33,219.08016,406.0,186.91984,81.423913,150.78329,0,25
CMA-ES,20260607,24,cma_r24_001_tl57_dt23_ge37_qr37_tau82,57,23,37,0.37,0.82,159.92,75.86,10.00,1.00,10:1,152.28,219.08016,379.0,159.91984,75.858877,144.046784,0,17
CMA-ES,20260607,24,cma_r24_002_tl58_dt24_ge37_qr23_tau83,58,24,37,0.23,0.83,144.92,83.38,10.00,1.00,10:1,139.33,219.08016,364.0,144.91984,83.37715,143.67378,1,19
